Time(s)	PK(3,40)
 1.1800004e+02	 1.9186076e+07
 1.1900003e+02	 1.9186096e+07
 1.2000007e+02	 1.9186154e+07
 1.2100005e+02	 1.9186124e+07
 1.2200008e+02	 1.9186094e+07
 1.2300022e+02	 1.9186066e+07
 1.2400007e+02	 1.9186086e+07
 1.2500008e+02	 1.9186114e+07
 1.2600005e+02	 1.9186086e+07
 1.2700005e+02	 1.9186062e+07
 1.2800008e+02	 1.9186038e+07
 1.2900026e+02	 1.9186130e+07
 1.3000006e+02	 1.9186096e+07
 1.3100023e+02	 1.9186064e+07
 1.3200002e+02	 1.9186032e+07
 1.3300009e+02	 1.9186022e+07
 1.3400003e+02	 1.9186024e+07
 1.3500020e+02	 1.9186022e+07
 1.3600014e+02	 1.9186066e+07
 1.3700008e+02	 1.9186022e+07
 1.3800002e+02	 1.9185978e+07
 1.3900027e+02	 1.9185972e+07
 1.4000012e+02	 1.9185924e+07
 1.4100006e+02	 1.9185948e+07
 1.4200020e+02	 1.9185888e+07
 1.4300023e+02	 1.9185834e+07
 1.4400017e+02	 1.9185870e+07
 1.4500008e+02	 1.9185808e+07
 1.4600002e+02	 1.9185744e+07
 1.4700005e+02	 1.9185760e+07
 1.4800018e+02	 1.9185814e+07
 1.4900020e+02	 1.9185964e+07
 1.5000011e+02	 1.9186026e+07
 1.5100027e+02	 1.9186054e+07
 1.5200009e+02	 1.9186136e+07
 1.5300018e+02	 1.9186116e+07
 1.5400015e+02	 1.9186122e+07
 1.5500002e+02	 1.9186058e+07
 1.5600008e+02	 1.9186080e+07
 1.5700009e+02	 1.9186014e+07
 1.5800018e+02	 1.9186050e+07
 1.5900018e+02	 1.9185918e+07
 1.6000003e+02	 1.9185962e+07
 1.6100005e+02	 1.9185864e+07
 1.6200008e+02	 1.9185768e+07
 1.6300006e+02	 1.9185726e+07
 1.6400012e+02	 1.9185642e+07
 1.6410002e+02	 4.2551585e+06
 1.6420000e+02	 2.3149685e+06
 1.6430002e+02	 5.4684612e+05
 1.6440001e+02	 5.3436581e+05
 1.6450003e+02	 5.7077612e+05
 1.6460002e+02	 5.9756038e+05
 1.6470001e+02	 6.1616319e+05
 1.6480003e+02	 5.9874200e+05
 1.6490002e+02	 6.0571794e+05
 1.6500003e+02	 6.0220675e+05
 1.6510007e+02	 6.0049900e+05
 1.6520001e+02	 5.9197962e+05
 1.6530002e+02	 5.9534162e+05
 1.6540002e+02	 6.7708981e+05
 1.6550002e+02	 6.3776250e+05
 1.6560004e+02	 6.2962094e+05
 1.6570004e+02	 6.2966769e+05
 1.6580003e+02	 6.2283569e+05
 1.6590004e+02	 6.3412769e+05
 1.6600005e+02	 6.3339875e+05
 1.6610001e+02	 6.2972025e+05
 1.6620007e+02	 6.3113788e+05
 1.6630000e+02	 6.4098856e+05
 1.6640010e+02	 6.2424112e+05
 1.6650000e+02	 6.2075669e+05
 1.6660007e+02	 6.2694156e+05
 1.6670003e+02	 6.2914788e+05
 1.6680000e+02	 6.3734769e+05
 1.6690005e+02	 6.2699575e+05
 1.6700006e+02	 6.1650594e+05
 1.6710001e+02	 6.2452212e+05
 1.6720006e+02	 6.2711900e+05
 1.6730003e+02	 6.3119319e+05
 1.6740001e+02	 6.3493975e+05
 1.6750000e+02	 6.3815200e+05
 1.6760002e+02	 6.3454269e+05
 1.6770000e+02	 6.2196788e+05
 1.6780000e+02	 6.2583625e+05
 1.6790001e+02	 6.2682144e+05
 1.6800005e+02	 6.3090925e+05
 1.6810002e+02	 6.3432500e+05
 1.6820003e+02	 6.3849906e+05
 1.6830003e+02	 6.3979100e+05
 1.6840002e+02	 6.4186944e+05
 1.6850000e+02	 6.3333788e+05
 1.6860008e+02	 6.4866706e+05
 1.6870001e+02	 6.4240356e+05
 1.6880006e+02	 6.4674238e+05
 1.6890001e+02	 6.4649825e+05
 1.6900002e+02	 6.4389206e+05
 1.6910005e+02	 6.4005756e+05
 1.6920010e+02	 6.3727869e+05
 1.6930003e+02	 6.3020238e+05
 1.6940005e+02	 5.9693656e+05
 1.6950003e+02	 5.7938381e+05
 1.6960005e+02	 5.4899225e+05
 1.6970004e+02	 5.2187709e+05
 1.6980008e+02	 4.8306694e+05
 1.6990001e+02	 4.4729050e+05
 1.7000003e+02	 4.2557881e+05
