Time(s)	TLK1(41,69)
 0.0000000e+00	 6.0300000e+02
 1.0005618e+00	 6.0291846e+02
 2.0000894e+00	 6.0286237e+02
 3.0001235e+00	 6.0285754e+02
 4.0000744e+00	 6.0277960e+02
 5.0000405e+00	 6.0275958e+02
 6.0000234e+00	 6.0275830e+02
 7.0002379e+00	 6.0274286e+02
 8.0000887e+00	 6.0274347e+02
 9.0000124e+00	 6.0275214e+02
 1.0000108e+01	 6.0210706e+02
 1.1000061e+01	 6.0235205e+02
 1.2000055e+01	 6.0243945e+02
 1.3000238e+01	 6.0241846e+02
 1.4000112e+01	 6.0247339e+02
 1.5000147e+01	 6.0245056e+02
 1.6000036e+01	 6.0246631e+02
 1.7000031e+01	 6.0247095e+02
 1.8000051e+01	 6.0246100e+02
 1.9000219e+01	 6.0248010e+02
 2.0000223e+01	 6.0246729e+02
 2.1000031e+01	 6.0248334e+02
 2.2000093e+01	 6.0248163e+02
 2.3000038e+01	 6.0248621e+02
 2.4000010e+01	 6.0249225e+02
 2.5000067e+01	 6.0248608e+02
 2.6000111e+01	 6.0250354e+02
 2.7000292e+01	 6.0250024e+02
 2.8000111e+01	 6.0251459e+02
 2.9000072e+01	 6.0251227e+02
 3.0000034e+01	 6.0251215e+02
 3.1000008e+01	 6.0252155e+02
 3.2000217e+01	 6.0251593e+02
 3.3000145e+01	 6.0252722e+02
 3.4000019e+01	 6.0252899e+02
 3.5000225e+01	 6.0253351e+02
 3.6000263e+01	 6.0253906e+02
 3.7000000e+01	 6.0253699e+02
 3.8000050e+01	 6.0254865e+02
 3.9000404e+01	 6.0254651e+02
 4.0000118e+01	 6.0255768e+02
 4.1000126e+01	 6.0255676e+02
 4.2000221e+01	 6.0255585e+02
 4.3000244e+01	 6.0256458e+02
 4.4000210e+01	 6.0256165e+02
 4.5000088e+01	 6.0257172e+02
 4.6000092e+01	 6.0257172e+02
 4.7000141e+01	 6.0257843e+02
 4.8000240e+01	 6.0258215e+02
 4.9000008e+01	 6.0257880e+02
 5.0000221e+01	 6.0259039e+02
 5.1000072e+01	 6.0259003e+02
 5.2000053e+01	 6.0259814e+02
 5.3000069e+01	 6.0260077e+02
 5.4000187e+01	 6.0260638e+02
 5.5000172e+01	 6.0261133e+02
 5.6000126e+01	 6.0260938e+02
 5.7000072e+01	 6.0261670e+02
 5.8000153e+01	 6.0261798e+02
 5.9000050e+01	 6.0262646e+02
 6.0000069e+01	 6.0262793e+02
 6.1000160e+01	 6.0262994e+02
 6.2000050e+01	 6.0263422e+02
 6.3000099e+01	 6.0263293e+02
 6.4000069e+01	 6.0264050e+02
 6.5000206e+01	 6.0264154e+02
 6.6000069e+01	 6.0264789e+02
 6.7000069e+01	 6.0264911e+02
 6.8000008e+01	 6.0264960e+02
 6.9000237e+01	 6.0265509e+02
 7.0000122e+01	 6.0265466e+02
 7.1000031e+01	 6.0266077e+02
 7.2000282e+01	 6.0266132e+02
 7.3000183e+01	 6.0266425e+02
 7.4000183e+01	 6.0266742e+02
 7.5000305e+01	 6.0266583e+02
 7.6000069e+01	 6.0267206e+02
 7.7000076e+01	 6.0267218e+02
 7.8000130e+01	 6.0267725e+02
 7.9000114e+01	 6.0267798e+02
 8.0000267e+01	 6.0267883e+02
 8.1000061e+01	 6.0268384e+02
 8.2000206e+01	 6.0268323e+02
 8.3000099e+01	 6.0268805e+02
 8.4000252e+01	 6.0268958e+02
 8.5000237e+01	 6.0269147e+02
 8.6000008e+01	 6.0269446e+02
 8.7000046e+01	 6.0269421e+02
 8.8000107e+01	 6.0260187e+02
 8.9000130e+01	 6.0259930e+02
 9.0000092e+01	 6.0261920e+02
 9.1000298e+01	 6.0262482e+02
 9.2000191e+01	 6.0262415e+02
 9.3000099e+01	 6.0263422e+02
 9.4000137e+01	 6.0263043e+02
 9.5000000e+01	 6.0263824e+02
 9.6000092e+01	 6.0263947e+02
 9.7000175e+01	 6.0264484e+02
 9.8000183e+01	 6.0264929e+02
 9.9000107e+01	 6.0264893e+02
 1.0000025e+02	 6.0265637e+02
 1.0100002e+02	 6.0265613e+02
 1.0200014e+02	 6.0266333e+02
 1.0300003e+02	 6.0266400e+02
 1.0400006e+02	 6.0266669e+02
 1.0500019e+02	 6.0267157e+02
 1.0600016e+02	 6.0267035e+02
 1.0700005e+02	 6.0267773e+02
 1.0800005e+02	 6.0267871e+02
 1.0900005e+02	 6.0268573e+02
 1.1000010e+02	 6.0268719e+02
 1.1100005e+02	 6.0268823e+02
 1.1200005e+02	 6.0269434e+02
 1.1300011e+02	 6.0269427e+02
 1.1400004e+02	 6.0269977e+02
 1.1500005e+02	 6.0270123e+02
 1.1600015e+02	 6.0270410e+02
 1.1700007e+02	 6.0270679e+02
 1.1800004e+02	 6.0270630e+02
 1.1900003e+02	 6.0271210e+02
 1.2000007e+02	 6.0271222e+02
 1.2100005e+02	 6.0271759e+02
 1.2200008e+02	 6.0271869e+02
 1.2300022e+02	 6.0272040e+02
 1.2400007e+02	 6.0272485e+02
 1.2500008e+02	 6.0272437e+02
 1.2600005e+02	 6.0272858e+02
 1.2700005e+02	 6.0273004e+02
 1.2800008e+02	 6.0273322e+02
 1.2900026e+02	 6.0273523e+02
 1.3000006e+02	 6.0273517e+02
 1.3100023e+02	 6.0273981e+02
 1.3200002e+02	 6.0273962e+02
 1.3300009e+02	 6.0274384e+02
 1.3400003e+02	 6.0274481e+02
 1.3500020e+02	 6.0274646e+02
 1.3600014e+02	 6.0273431e+02
 1.3700008e+02	 6.0273828e+02
 1.3800002e+02	 6.0274146e+02
 1.3900027e+02	 5.9595361e+02
 1.4000012e+02	 5.9744250e+02
 1.4100006e+02	 5.9748285e+02
 1.4200020e+02	 5.9785168e+02
 1.4300023e+02	 5.9770801e+02
 1.4400017e+02	 5.9786462e+02
 1.4500008e+02	 5.9794055e+02
 1.4600002e+02	 5.9798694e+02
 1.4700005e+02	 5.9807916e+02
 1.4800018e+02	 5.9814557e+02
 1.4900020e+02	 5.9817084e+02
 1.5000011e+02	 5.9826331e+02
 1.5100027e+02	 5.9830725e+02
 1.5200009e+02	 5.9839014e+02
 1.5300018e+02	 5.9844110e+02
 1.5400015e+02	 5.9846130e+02
 1.5500002e+02	 5.8495770e+02
 1.5600008e+02	 5.8809009e+02
 1.5700009e+02	 5.8841357e+02
 1.5800018e+02	 5.8858856e+02
 1.5900018e+02	 5.8896808e+02
 1.6000003e+02	 5.8905750e+02
 1.6100005e+02	 5.8924994e+02
 1.6200008e+02	 5.8954211e+02
 1.6300006e+02	 5.8970197e+02
 1.6400012e+02	 5.8457129e+02
 1.6410002e+02	 5.9740045e+02
 1.6420000e+02	 5.9735486e+02
 1.6430002e+02	 5.9762305e+02
 1.6440001e+02	 5.9721979e+02
 1.6450003e+02	 5.9746387e+02
 1.6460002e+02	 5.9746533e+02
 1.6470001e+02	 5.9739484e+02
 1.6480003e+02	 5.9718933e+02
 1.6490002e+02	 5.9707544e+02
 1.6500003e+02	 5.9699786e+02
 1.6510007e+02	 5.9702454e+02
 1.6520001e+02	 5.9691022e+02
 1.6530002e+02	 5.9675769e+02
 1.6540002e+02	 5.9659906e+02
 1.6550002e+02	 5.9668390e+02
 1.6560004e+02	 5.9684631e+02
 1.6570004e+02	 5.9665314e+02
 1.6580003e+02	 5.9654102e+02
 1.6590004e+02	 5.9637512e+02
 1.6600005e+02	 5.9632324e+02
 1.6610001e+02	 5.9645050e+02
 1.6620007e+02	 5.9662329e+02
 1.6630000e+02	 5.9658850e+02
 1.6640010e+02	 5.9653345e+02
 1.6650000e+02	 5.9653625e+02
 1.6660007e+02	 5.9653125e+02
 1.6670003e+02	 5.9651190e+02
 1.6680000e+02	 5.9647040e+02
 1.6690005e+02	 5.9644373e+02
 1.6700006e+02	 5.9642230e+02
 1.6710001e+02	 5.9644836e+02
 1.6720006e+02	 5.9653204e+02
 1.6730003e+02	 5.9650275e+02
 1.6740001e+02	 5.9652185e+02
 1.6750000e+02	 5.9659558e+02
 1.6760002e+02	 5.9665894e+02
 1.6770000e+02	 5.9672491e+02
 1.6780000e+02	 5.9676727e+02
 1.6790001e+02	 5.9709674e+02
 1.6800005e+02	 5.9713928e+02
 1.6810002e+02	 5.9712140e+02
 1.6820003e+02	 5.9729395e+02
 1.6830003e+02	 5.9726782e+02
 1.6840002e+02	 5.9719916e+02
 1.6850000e+02	 5.9714172e+02
 1.6860008e+02	 5.9713354e+02
 1.6870001e+02	 5.9717810e+02
 1.6880006e+02	 5.9719220e+02
 1.6890001e+02	 5.9720380e+02
 1.6900002e+02	 5.9720245e+02
 1.6910005e+02	 5.9718652e+02
 1.6920010e+02	 5.9718024e+02
 1.6930003e+02	 5.9717529e+02
 1.6940005e+02	 5.9717981e+02
 1.6950003e+02	 5.9719092e+02
 1.6960005e+02	 5.9719629e+02
 1.6970004e+02	 5.9718701e+02
 1.6980008e+02	 5.9721643e+02
 1.6990001e+02	 5.9729297e+02
 1.7000003e+02	 5.9735907e+02
