Time(s)	PK(47,82)
 1.0400006e+02	 2.0040077e+05
 1.0500019e+02	 2.0042062e+05
 1.0600016e+02	 2.0044366e+05
 1.0700005e+02	 2.0047508e+05
 1.0800005e+02	 2.0049798e+05
 1.0900005e+02	 2.0052827e+05
 1.1000010e+02	 2.0055419e+05
 1.1100005e+02	 2.0057941e+05
 1.1200005e+02	 2.0059917e+05
 1.1300011e+02	 2.0061456e+05
 1.1400004e+02	 2.0064712e+05
 1.1500005e+02	 2.0067033e+05
 1.1600015e+02	 2.0070231e+05
 1.1700007e+02	 2.0072159e+05
 1.1800004e+02	 2.0074527e+05
 1.1900003e+02	 2.0076623e+05
 1.2000007e+02	 2.0078392e+05
 1.2100005e+02	 2.0081373e+05
 1.2200008e+02	 2.0083339e+05
 1.2300022e+02	 2.0086459e+05
 1.2400007e+02	 2.0087923e+05
 1.2500008e+02	 2.0090284e+05
 1.2600005e+02	 2.0093588e+05
 1.2700005e+02	 2.0094850e+05
 1.2800008e+02	 2.0097966e+05
 1.2900026e+02	 2.0099881e+05
 1.3000006e+02	 2.0102159e+05
 1.3100023e+02	 2.0104338e+05
 1.3200002e+02	 2.0107019e+05
 1.3300009e+02	 2.0109877e+05
 1.3400003e+02	 2.0111733e+05
 1.3500020e+02	 2.0114295e+05
 1.3600014e+02	 2.0115611e+05
 1.3700008e+02	 2.0117527e+05
 1.3800002e+02	 2.0120152e+05
 1.3900027e+02	 2.0099497e+05
 1.4000012e+02	 2.0085139e+05
 1.4100006e+02	 2.0076894e+05
 1.4200020e+02	 2.0071188e+05
 1.4300023e+02	 2.0067138e+05
 1.4400017e+02	 2.0064316e+05
 1.4500008e+02	 2.0062153e+05
 1.4600002e+02	 2.0060459e+05
 1.4700005e+02	 2.0059592e+05
 1.4800018e+02	 2.0058439e+05
 1.4900020e+02	 2.0058103e+05
 1.5000011e+02	 2.0057686e+05
 1.5100027e+02	 2.0058130e+05
 1.5200009e+02	 2.0058738e+05
 1.5300018e+02	 2.0059062e+05
 1.5400015e+02	 2.0060198e+05
 1.5500002e+02	 2.0021519e+05
 1.5600008e+02	 1.9990661e+05
 1.5700009e+02	 1.9966784e+05
 1.5800018e+02	 1.9950427e+05
 1.5900018e+02	 1.9938392e+05
 1.6000003e+02	 1.9929727e+05
 1.6100005e+02	 1.9923789e+05
 1.6200008e+02	 1.9918958e+05
 1.6300006e+02	 1.9916397e+05
 1.6400012e+02	 1.9902697e+05
 1.6410002e+02	 4.8046912e+05
 1.6420000e+02	 1.0579606e+06
 1.6430002e+02	 6.7992688e+05
 1.6440001e+02	 4.7113241e+05
 1.6450003e+02	 5.9432850e+05
 1.6460002e+02	 6.9733912e+05
 1.6470001e+02	 5.2951781e+05
 1.6480003e+02	 5.2032303e+05
 1.6490002e+02	 6.0911625e+05
 1.6500003e+02	 5.7333569e+05
 1.6510007e+02	 5.2455512e+05
 1.6520001e+02	 5.6315862e+05
 1.6530002e+02	 5.7332412e+05
 1.6540002e+02	 5.3843838e+05
 1.6550002e+02	 5.7748125e+05
 1.6560004e+02	 5.6980575e+05
 1.6570004e+02	 5.5124025e+05
 1.6580003e+02	 5.8042819e+05
 1.6590004e+02	 5.4715638e+05
 1.6600005e+02	 5.7499944e+05
 1.6610001e+02	 5.5492344e+05
 1.6620007e+02	 5.6809750e+05
 1.6630000e+02	 5.5970438e+05
 1.6640010e+02	 5.6750812e+05
 1.6650000e+02	 5.6039788e+05
 1.6660007e+02	 5.6704762e+05
 1.6670003e+02	 5.7068131e+05
 1.6680000e+02	 5.6995188e+05
 1.6690005e+02	 5.7270694e+05
 1.6700006e+02	 5.7581250e+05
 1.6710001e+02	 5.7666131e+05
 1.6720006e+02	 5.7699756e+05
 1.6730003e+02	 5.7752231e+05
 1.6740001e+02	 5.7804856e+05
 1.6750000e+02	 5.7920806e+05
 1.6760002e+02	 5.8021581e+05
 1.6770000e+02	 5.8152919e+05
 1.6780000e+02	 5.8161300e+05
 1.6790001e+02	 5.8214319e+05
 1.6800005e+02	 5.8389925e+05
 1.6810002e+02	 5.8522812e+05
 1.6820003e+02	 5.8550775e+05
 1.6830003e+02	 5.8693006e+05
 1.6840002e+02	 5.8865112e+05
 1.6850000e+02	 5.9061706e+05
 1.6860008e+02	 5.9164531e+05
 1.6870001e+02	 5.9252562e+05
 1.6880006e+02	 5.9320194e+05
 1.6890001e+02	 5.9371094e+05
 1.6900002e+02	 5.9424425e+05
 1.6910005e+02	 5.9476456e+05
 1.6920010e+02	 5.9500519e+05
 1.6930003e+02	 5.9514069e+05
 1.6940005e+02	 5.9527269e+05
 1.6950003e+02	 5.9583438e+05
 1.6960005e+02	 5.9697694e+05
 1.6970004e+02	 5.9779131e+05
 1.6980008e+02	 5.9783850e+05
 1.6990001e+02	 5.9735081e+05
 1.7000003e+02	 5.9666431e+05
