Time(s)	PK(30,79)
 1.2800008e+02	 2.0099161e+05
 1.2900026e+02	 2.0101086e+05
 1.3000006e+02	 2.0103355e+05
 1.3100023e+02	 2.0105512e+05
 1.3200002e+02	 2.0108223e+05
 1.3300009e+02	 2.0111095e+05
 1.3400003e+02	 2.0112947e+05
 1.3500020e+02	 2.0115494e+05
 1.3600014e+02	 2.0116825e+05
 1.3700008e+02	 2.0118733e+05
 1.3800002e+02	 2.0121361e+05
 1.3900027e+02	 2.0100700e+05
 1.4000012e+02	 2.0086366e+05
 1.4100006e+02	 2.0078091e+05
 1.4200020e+02	 2.0072392e+05
 1.4300023e+02	 2.0068347e+05
 1.4400017e+02	 2.0065531e+05
 1.4500008e+02	 2.0063361e+05
 1.4600002e+02	 2.0061680e+05
 1.4700005e+02	 2.0060786e+05
 1.4800018e+02	 2.0059642e+05
 1.4900020e+02	 2.0059312e+05
 1.5000011e+02	 2.0058894e+05
 1.5100027e+02	 2.0059345e+05
 1.5200009e+02	 2.0059953e+05
 1.5300018e+02	 2.0060238e+05
 1.5400015e+02	 2.0061420e+05
 1.5500002e+02	 2.0022719e+05
 1.5600008e+02	 1.9991875e+05
 1.5700009e+02	 1.9967991e+05
 1.5800018e+02	 1.9951694e+05
 1.5900018e+02	 1.9939600e+05
 1.6000003e+02	 1.9930933e+05
 1.6100005e+02	 1.9924997e+05
 1.6200008e+02	 1.9920167e+05
 1.6300006e+02	 1.9917606e+05
 1.6400012e+02	 1.9903898e+05
 1.6410002e+02	 5.8990231e+05
 1.6420000e+02	 6.5798700e+05
 1.6430002e+02	 5.8944256e+05
 1.6440001e+02	 6.6441044e+05
 1.6450003e+02	 6.1078238e+05
 1.6460002e+02	 5.7379288e+05
 1.6470001e+02	 6.1019044e+05
 1.6480003e+02	 5.9464544e+05
 1.6490002e+02	 5.7310244e+05
 1.6500003e+02	 5.8137350e+05
 1.6510007e+02	 5.8867081e+05
 1.6520001e+02	 5.8660712e+05
 1.6530002e+02	 5.9132750e+05
 1.6540002e+02	 5.9197550e+05
 1.6550002e+02	 5.9458956e+05
 1.6560004e+02	 5.8869188e+05
 1.6570004e+02	 5.8040031e+05
 1.6580003e+02	 5.8698231e+05
 1.6590004e+02	 5.8736069e+05
 1.6600005e+02	 5.8240056e+05
 1.6610001e+02	 5.8333438e+05
 1.6620007e+02	 5.8140931e+05
 1.6630000e+02	 5.7997269e+05
 1.6640010e+02	 5.7880794e+05
 1.6650000e+02	 5.7870225e+05
 1.6660007e+02	 5.7662038e+05
 1.6670003e+02	 5.7572431e+05
 1.6680000e+02	 5.7583356e+05
 1.6690005e+02	 5.7704994e+05
 1.6700006e+02	 5.7758012e+05
 1.6710001e+02	 5.7702944e+05
 1.6720006e+02	 5.7705269e+05
 1.6730003e+02	 5.7750700e+05
 1.6740001e+02	 5.7806744e+05
 1.6750000e+02	 5.7923312e+05
 1.6760002e+02	 5.8019794e+05
 1.6770000e+02	 5.8156725e+05
 1.6780000e+02	 5.8167619e+05
 1.6790001e+02	 5.8224062e+05
 1.6800005e+02	 5.8397275e+05
 1.6810002e+02	 5.8523800e+05
 1.6820003e+02	 5.8552325e+05
 1.6830003e+02	 5.8697219e+05
 1.6840002e+02	 5.8869262e+05
 1.6850000e+02	 5.9062994e+05
 1.6860008e+02	 5.9166262e+05
 1.6870001e+02	 5.9255638e+05
 1.6880006e+02	 5.9324225e+05
 1.6890001e+02	 5.9373712e+05
 1.6900002e+02	 5.9426650e+05
 1.6910005e+02	 5.9478775e+05
 1.6920010e+02	 5.9502956e+05
 1.6930003e+02	 5.9516175e+05
 1.6940005e+02	 5.9529506e+05
 1.6950003e+02	 5.9585962e+05
 1.6960005e+02	 5.9700412e+05
 1.6970004e+02	 5.9781781e+05
 1.6980008e+02	 5.9786150e+05
 1.6990001e+02	 5.9737969e+05
 1.7000003e+02	 5.5578100e+05
