Time(s)	PK(1,45)
 5.7000072e+01	 1.9186492e+07
 5.8000153e+01	 1.9186436e+07
 5.9000050e+01	 1.9186384e+07
 6.0000069e+01	 1.9186332e+07
 6.1000160e+01	 1.9186286e+07
 6.2000050e+01	 1.9186242e+07
 6.3000099e+01	 1.9186196e+07
 6.4000069e+01	 1.9186152e+07
 6.5000206e+01	 1.9186108e+07
 6.6000069e+01	 1.9186064e+07
 6.7000069e+01	 1.9186064e+07
 6.8000008e+01	 1.9186016e+07
 6.9000237e+01	 1.9185968e+07
 7.0000122e+01	 1.9185918e+07
 7.1000031e+01	 1.9185868e+07
 7.2000282e+01	 1.9185862e+07
 7.3000183e+01	 1.9185816e+07
 7.4000183e+01	 1.9185812e+07
 7.5000305e+01	 1.9185798e+07
 7.6000069e+01	 1.9185754e+07
 7.7000076e+01	 1.9185712e+07
 7.8000130e+01	 1.9185710e+07
 7.9000114e+01	 1.9185668e+07
 8.0000267e+01	 1.9185628e+07
 8.1000061e+01	 1.9185626e+07
 8.2000206e+01	 1.9185584e+07
 8.3000099e+01	 1.9185540e+07
 8.4000252e+01	 1.9185538e+07
 8.5000237e+01	 1.9185492e+07
 8.6000008e+01	 1.9185446e+07
 8.7000046e+01	 1.9185444e+07
 8.8000107e+01	 1.9185396e+07
 8.9000130e+01	 1.9185398e+07
 9.0000092e+01	 1.9185422e+07
 9.1000298e+01	 1.9185368e+07
 9.2000191e+01	 1.9185316e+07
 9.3000099e+01	 1.9185302e+07
 9.4000137e+01	 1.9185252e+07
 9.5000000e+01	 1.9185210e+07
 9.6000092e+01	 1.9185206e+07
 9.7000175e+01	 1.9185158e+07
 9.8000183e+01	 1.9185114e+07
 9.9000107e+01	 1.9185072e+07
 1.0000025e+02	 1.9185074e+07
 1.0100002e+02	 1.9185034e+07
 1.0200014e+02	 1.9185000e+07
 1.0300003e+02	 1.9184968e+07
 1.0400006e+02	 1.9185014e+07
 1.0500019e+02	 1.9184980e+07
 1.0600016e+02	 1.9184950e+07
 1.0700005e+02	 1.9185102e+07
 1.0800005e+02	 1.9185062e+07
 1.0900005e+02	 1.9185028e+07
 1.1000010e+02	 1.9184994e+07
 1.1100005e+02	 1.9185008e+07
 1.1200005e+02	 1.9184978e+07
 1.1300011e+02	 1.9184950e+07
 1.1400004e+02	 1.9184932e+07
 1.1500005e+02	 1.9184942e+07
 1.1600015e+02	 1.9184916e+07
 1.1700007e+02	 1.9184892e+07
 1.1800004e+02	 1.9184908e+07
 1.1900003e+02	 1.9184926e+07
 1.2000007e+02	 1.9184984e+07
 1.2100005e+02	 1.9184954e+07
 1.2200008e+02	 1.9184926e+07
 1.2300022e+02	 1.9184898e+07
 1.2400007e+02	 1.9184918e+07
 1.2500008e+02	 1.9184944e+07
 1.2600005e+02	 1.9184918e+07
 1.2700005e+02	 1.9184892e+07
 1.2800008e+02	 1.9184868e+07
 1.2900026e+02	 1.9184960e+07
 1.3000006e+02	 1.9184926e+07
 1.3100023e+02	 1.9184896e+07
 1.3200002e+02	 1.9184862e+07
 1.3300009e+02	 1.9184852e+07
 1.3400003e+02	 1.9184856e+07
 1.3500020e+02	 1.9185066e+07
 1.3600014e+02	 1.9184898e+07
 1.3700008e+02	 1.9184852e+07
 1.3800002e+02	 1.9184808e+07
 1.3900027e+02	 1.9184802e+07
 1.4000012e+02	 1.9184754e+07
 1.4100006e+02	 1.9184778e+07
 1.4200020e+02	 1.9184718e+07
 1.4300023e+02	 1.9184664e+07
 1.4400017e+02	 1.9184700e+07
 1.4500008e+02	 1.9184638e+07
 1.4600002e+02	 1.9184576e+07
 1.4700005e+02	 1.9184590e+07
 1.4800018e+02	 1.9184646e+07
 1.4900020e+02	 1.9184794e+07
 1.5000011e+02	 1.9184858e+07
 1.5100027e+02	 1.9184886e+07
 1.5200009e+02	 1.9184966e+07
 1.5300018e+02	 1.9184948e+07
 1.5400015e+02	 1.9184952e+07
 1.5500002e+02	 1.9184888e+07
 1.5600008e+02	 1.9184910e+07
 1.5700009e+02	 1.9184844e+07
 1.5800018e+02	 1.9184750e+07
 1.5900018e+02	 1.9184748e+07
 1.6000003e+02	 1.9184794e+07
 1.6100005e+02	 1.9184694e+07
 1.6200008e+02	 1.9184598e+07
 1.6300006e+02	 1.9184556e+07
 1.6400012e+02	 1.8813104e+07
 1.6410002e+02	 4.2070545e+06
 1.6420000e+02	 2.2957300e+06
 1.6430002e+02	 5.5651806e+05
 1.6440001e+02	 5.3034956e+05
 1.6450003e+02	 5.7114619e+05
 1.6460002e+02	 5.9660131e+05
 1.6470001e+02	 6.1479531e+05
 1.6480003e+02	 5.9635750e+05
 1.6490002e+02	 6.0501044e+05
 1.6500003e+02	 6.0190369e+05
 1.6510007e+02	 5.9982656e+05
 1.6520001e+02	 5.9198544e+05
 1.6530002e+02	 5.9639281e+05
 1.6540002e+02	 6.7566712e+05
 1.6550002e+02	 6.3662744e+05
 1.6560004e+02	 6.2896888e+05
 1.6570004e+02	 6.2996456e+05
 1.6580003e+02	 6.2257381e+05
 1.6590004e+02	 6.3338138e+05
 1.6600005e+02	 6.3324294e+05
 1.6610001e+02	 6.3061800e+05
 1.6620007e+02	 6.3110188e+05
 1.6630000e+02	 6.4063981e+05
 1.6640010e+02	 6.2396375e+05
 1.6650000e+02	 6.2075850e+05
 1.6660007e+02	 6.2615750e+05
 1.6670003e+02	 6.2913244e+05
 1.6680000e+02	 6.3715569e+05
 1.6690005e+02	 6.2657294e+05
 1.6700006e+02	 6.1646425e+05
 1.6710001e+02	 6.2395006e+05
 1.6720006e+02	 6.2780144e+05
 1.6730003e+02	 6.3032456e+05
 1.6740001e+02	 6.3472456e+05
 1.6750000e+02	 6.3848388e+05
 1.6760002e+02	 6.3305200e+05
 1.6770000e+02	 6.2191106e+05
 1.6780000e+02	 6.2591294e+05
 1.6790001e+02	 6.2777544e+05
 1.6800005e+02	 6.3119731e+05
 1.6810002e+02	 6.3430225e+05
 1.6820003e+02	 6.3845469e+05
 1.6830003e+02	 6.3965525e+05
 1.6840002e+02	 6.4133038e+05
 1.6850000e+02	 6.3348406e+05
 1.6860008e+02	 6.4862888e+05
 1.6870001e+02	 6.4238481e+05
 1.6880006e+02	 6.4670419e+05
 1.6890001e+02	 6.4647119e+05
 1.6900002e+02	 6.4387094e+05
 1.6910005e+02	 6.4004062e+05
 1.6920010e+02	 6.3726256e+05
 1.6930003e+02	 6.3018638e+05
 1.6940005e+02	 5.9583706e+05
 1.6950003e+02	 5.7924738e+05
 1.6960005e+02	 5.4899138e+05
 1.6970004e+02	 5.2193559e+05
 1.6980008e+02	 4.8307166e+05
 1.6990001e+02	 4.4743831e+05
 1.7000003e+02	 4.2558400e+05
