Time(s)	TLK1(41,72)
 1.1300011e+02	 5.9861938e+02
 1.1400004e+02	 5.9626752e+02
 1.1500005e+02	 5.9463153e+02
 1.1600015e+02	 5.9341919e+02
 1.1700007e+02	 5.9329089e+02
 1.1800004e+02	 5.9334332e+02
 1.1900003e+02	 5.9338269e+02
 1.2000007e+02	 5.9340564e+02
 1.2100005e+02	 5.9343427e+02
 1.2200008e+02	 5.9346948e+02
 1.2300022e+02	 5.9351343e+02
 1.2400007e+02	 5.9355988e+02
 1.2500008e+02	 6.0090741e+02
 1.2600005e+02	 5.9416388e+02
 1.2700005e+02	 5.9597455e+02
 1.2800008e+02	 5.9601337e+02
 1.2900026e+02	 5.9707513e+02
 1.3000006e+02	 6.0113275e+02
 1.3100023e+02	 5.9599933e+02
 1.3200002e+02	 5.9655273e+02
 1.3300009e+02	 5.9734314e+02
 1.3400003e+02	 5.9762244e+02
 1.3500020e+02	 5.9768823e+02
 1.3600014e+02	 5.9599542e+02
 1.3700008e+02	 5.9612128e+02
 1.3800002e+02	 5.9619702e+02
 1.3900027e+02	 5.9612964e+02
 1.4000012e+02	 5.9662933e+02
 1.4100006e+02	 5.9386810e+02
 1.4200020e+02	 5.9846234e+02
 1.4300023e+02	 5.9829382e+02
 1.4400017e+02	 5.9809680e+02
 1.4500008e+02	 5.9808838e+02
 1.4600002e+02	 5.9809607e+02
 1.4700005e+02	 5.9809564e+02
 1.4800018e+02	 5.9802087e+02
 1.4900020e+02	 5.9802026e+02
 1.5000011e+02	 5.9801953e+02
 1.5100027e+02	 5.9394958e+02
 1.5200009e+02	 5.9802356e+02
 1.5300018e+02	 5.9778485e+02
 1.5400015e+02	 5.9779248e+02
 1.5500002e+02	 5.9752448e+02
 1.5600008e+02	 5.9603418e+02
 1.5700009e+02	 5.9699310e+02
 1.5800018e+02	 5.9696582e+02
 1.5900018e+02	 5.9699915e+02
 1.6000003e+02	 5.9697144e+02
 1.6100005e+02	 5.9691577e+02
 1.6200008e+02	 5.9650562e+02
 1.6300006e+02	 5.9649554e+02
 1.6400012e+02	 5.9644543e+02
 1.6410002e+02	 5.9681348e+02
 1.6420000e+02	 5.9766742e+02
 1.6430002e+02	 5.9747986e+02
 1.6440001e+02	 5.9699756e+02
 1.6450003e+02	 5.9690973e+02
 1.6460002e+02	 5.9685797e+02
 1.6470001e+02	 5.9691034e+02
 1.6480003e+02	 5.9688739e+02
 1.6490002e+02	 5.9689716e+02
 1.6500003e+02	 5.9700946e+02
 1.6510007e+02	 5.9705737e+02
 1.6520001e+02	 5.9701459e+02
 1.6530002e+02	 5.9700616e+02
 1.6540002e+02	 5.9632623e+02
 1.6550002e+02	 5.9685571e+02
 1.6560004e+02	 5.9653418e+02
 1.6570004e+02	 5.9638507e+02
 1.6580003e+02	 5.9648340e+02
 1.6590004e+02	 5.9644092e+02
 1.6600005e+02	 5.9645233e+02
 1.6610001e+02	 5.9656805e+02
 1.6620007e+02	 5.9657104e+02
 1.6630000e+02	 5.9655029e+02
 1.6640010e+02	 5.9647644e+02
 1.6650000e+02	 5.9643939e+02
 1.6660007e+02	 5.9631061e+02
 1.6670003e+02	 5.9595197e+02
 1.6680000e+02	 5.9643933e+02
 1.6690005e+02	 5.9661169e+02
 1.6700006e+02	 5.9598248e+02
 1.6710001e+02	 5.9589526e+02
 1.6720006e+02	 5.9817261e+02
 1.6730003e+02	 6.7471448e+02
 1.6740001e+02	 6.8866101e+02
 1.6750000e+02	 7.0195441e+02
 1.6760002e+02	 6.9290753e+02
 1.6770000e+02	 6.2906665e+02
 1.6780000e+02	 6.5968170e+02
 1.6790001e+02	 6.3787872e+02
 1.6800005e+02	 6.8466003e+02
 1.6810002e+02	 6.6892035e+02
 1.6820003e+02	 6.3112091e+02
 1.6830003e+02	 6.6776172e+02
 1.6840002e+02	 6.2586151e+02
 1.6850000e+02	 7.0749127e+02
 1.6860008e+02	 7.0767932e+02
 1.6870001e+02	 6.8952362e+02
 1.6880006e+02	 6.3695129e+02
 1.6890001e+02	 6.6739435e+02
 1.6900002e+02	 6.8421405e+02
 1.6910005e+02	 7.1245001e+02
 1.6920010e+02	 7.4292181e+02
 1.6930003e+02	 7.3869788e+02
 1.6940005e+02	 7.0586688e+02
 1.6950003e+02	 6.7516522e+02
 1.6960005e+02	 6.5358606e+02
 1.6970004e+02	 6.3954156e+02
 1.6980008e+02	 6.3057251e+02
 1.6990001e+02	 6.2479388e+02
 1.7000003e+02	 6.3031818e+02
