Time(s)	MASFPG(1,1)
 6.7000069e+01	 8.0154205e-05
 6.8000008e+01	 1.0625833e-04
 6.9000237e+01	 1.1618582e-04
 7.0000122e+01	 9.4809599e-05
 7.1000031e+01	 6.4477623e-05
 7.2000282e+01	 5.4445019e-05
 7.3000183e+01	 8.2476865e-05
 7.4000183e+01	 1.0248711e-04
 7.5000305e+01	 1.1440136e-04
 7.6000069e+01	 1.0475496e-04
 7.7000076e+01	 7.3928873e-05
 7.8000130e+01	 4.9592480e-05
 7.9000114e+01	 7.2307288e-05
 8.0000267e+01	 1.0489907e-04
 8.1000061e+01	 1.2154460e-04
 8.2000206e+01	 1.0236332e-04
 8.3000099e+01	 7.5763528e-05
 8.4000252e+01	 5.8349848e-05
 8.5000237e+01	 7.7209792e-05
 8.6000008e+01	 1.0364187e-04
 8.7000046e+01	 1.1600155e-04
 8.8000107e+01	 1.0862404e-04
 8.9000130e+01	 8.0662103e-05
 9.0000092e+01	 5.3668409e-05
 9.1000298e+01	 7.0697919e-05
 9.2000191e+01	 1.0460363e-04
 9.3000099e+01	 1.2432027e-04
 9.4000137e+01	 1.0737449e-04
 9.5000000e+01	 8.7131368e-05
 9.6000092e+01	 5.7137862e-05
 9.7000175e+01	 7.4495023e-05
 9.8000183e+01	 1.0240427e-04
 9.9000107e+01	 1.2039180e-04
 1.0000025e+02	 1.1985426e-04
 1.0100002e+02	 9.8049371e-05
 1.0200014e+02	 6.3249172e-05
 1.0300003e+02	 6.3051732e-05
 1.0400006e+02	 9.8320044e-05
 1.0500019e+02	 1.1585628e-04
 1.0600016e+02	 1.2217771e-04
 1.0700005e+02	 1.1203513e-04
 1.0800005e+02	 7.9002588e-05
 1.0900005e+02	 5.7880934e-05
 1.1000010e+02	 8.4359432e-05
 1.1100005e+02	 1.1029292e-04
 1.1200005e+02	 1.2956050e-04
 1.1300011e+02	 1.1252115e-04
 1.1400004e+02	 8.3099629e-05
 1.1500005e+02	 6.3265841e-05
 1.1600015e+02	 8.9835376e-05
 1.1700007e+02	 1.1541557e-04
 1.1800004e+02	 1.2488996e-04
 1.1900003e+02	 1.1631947e-04
 1.2000007e+02	 8.9604750e-05
 1.2100005e+02	 6.0039471e-05
 1.2200008e+02	 7.5541524e-05
 1.2300022e+02	 1.1126915e-04
 1.2400007e+02	 1.3427367e-04
 1.2500008e+02	 1.1818510e-04
 1.2600005e+02	 9.1790207e-05
 1.2700005e+02	 6.5651839e-05
 1.2800008e+02	 7.7814766e-05
 1.2900026e+02	 1.0490898e-04
 1.3000006e+02	 1.2629818e-04
 1.3100023e+02	 1.2865142e-04
 1.3200002e+02	 1.0332126e-04
 1.3300009e+02	 6.9251226e-05
 1.3400003e+02	 7.5631084e-05
 1.3500020e+02	 1.0531468e-04
 1.3600014e+02	 1.2867709e-04
 1.3700008e+02	 1.2749691e-04
 1.3800002e+02	 1.1022795e-04
 1.3900027e+02	 7.9472789e-05
 1.4000012e+02	 7.3734736e-05
 1.4100006e+02	 1.0379301e-04
 1.4200020e+02	 1.2807426e-04
 1.4300023e+02	 1.3425821e-04
 1.4400017e+02	 1.0697493e-04
 1.4500008e+02	 7.4585936e-05
 1.4600002e+02	 7.6570068e-05
 1.4700005e+02	 1.1104546e-04
 1.4800018e+02	 1.3203612e-04
 1.4900020e+02	 1.2517461e-04
 1.5000011e+02	 1.0744315e-04
 1.5100027e+02	 7.6566372e-05
 1.5200009e+02	 8.0634214e-05
 1.5300018e+02	 1.1094198e-04
 1.5400015e+02	 1.3358220e-04
 1.5500002e+02	 1.3624577e-04
 1.5600008e+02	 1.0818861e-04
 1.5700009e+02	 7.2989045e-05
 1.5800018e+02	 8.0348254e-05
 1.5900018e+02	 1.1646479e-04
 1.6000003e+02	 1.3818769e-04
 1.6100005e+02	 1.3261622e-04
 1.6200008e+02	 1.1167890e-04
 1.6300006e+02	 8.2695311e-05
 1.6400012e+02	 8.6484506e-05
 1.6410002e+02	 8.2049882e-03
 1.6420000e+02	 9.6323173e-03
 1.6430002e+02	 1.0175963e-02
 1.6440001e+02	 1.0582018e-02
 1.6450003e+02	 1.0187793e-02
 1.6460002e+02	 9.4888117e-03
 1.6470001e+02	 9.4611542e-03
 1.6480003e+02	 9.3616117e-03
 1.6490002e+02	 8.8577764e-03
 1.6500003e+02	 8.3574224e-03
 1.6510007e+02	 8.0427947e-03
 1.6520001e+02	 7.7869501e-03
 1.6530002e+02	 7.5366637e-03
 1.6540002e+02	 7.4519641e-03
 1.6550002e+02	 7.3954514e-03
 1.6560004e+02	 7.0703644e-03
 1.6570004e+02	 6.4174179e-03
 1.6580003e+02	 5.8502238e-03
 1.6590004e+02	 5.8023375e-03
 1.6600005e+02	 5.5418788e-03
 1.6610001e+02	 5.3581828e-03
 1.6620007e+02	 5.2039823e-03
 1.6630000e+02	 4.7963983e-03
 1.6640010e+02	 4.4931476e-03
 1.6650000e+02	 4.1518267e-03
 1.6660007e+02	 3.8777546e-03
 1.6670003e+02	 3.6290595e-03
 1.6680000e+02	 3.4499890e-03
 1.6690005e+02	 3.2314691e-03
 1.6700006e+02	 3.0005113e-03
 1.6710001e+02	 2.8724922e-03
 1.6720006e+02	 2.8065462e-03
 1.6730003e+02	 2.7311929e-03
 1.6740001e+02	 2.6718711e-03
 1.6750000e+02	 2.6087563e-03
 1.6760002e+02	 2.5464050e-03
 1.6770000e+02	 2.4838711e-03
 1.6780000e+02	 2.4220739e-03
 1.6790001e+02	 2.3514740e-03
 1.6800005e+02	 2.2842526e-03
 1.6810002e+02	 2.2277031e-03
 1.6820003e+02	 2.1728738e-03
 1.6830003e+02	 2.1174722e-03
 1.6840002e+02	 2.0653708e-03
 1.6850000e+02	 2.0190948e-03
 1.6860008e+02	 1.9699361e-03
 1.6870001e+02	 1.9215572e-03
 1.6880006e+02	 1.8703704e-03
 1.6890001e+02	 1.8328922e-03
 1.6900002e+02	 1.7983003e-03
 1.6910005e+02	 1.7671305e-03
 1.6920010e+02	 1.7370292e-03
 1.6930003e+02	 1.7039505e-03
 1.6940005e+02	 1.6673122e-03
 1.6950003e+02	 1.6290742e-03
 1.6960005e+02	 1.5905050e-03
 1.6970004e+02	 1.5571624e-03
 1.6980008e+02	 1.5364833e-03
 1.6990001e+02	 1.5172216e-03
