Time(s)	MASF(1,1)
 1.2300022e+02	 2.0255275e+02
 1.2400007e+02	 2.0241554e+02
 1.2500008e+02	 2.0251413e+02
 1.2600005e+02	 2.0267505e+02
 1.2700005e+02	 2.0283453e+02
 1.2800008e+02	 2.0276260e+02
 1.2900026e+02	 2.0259995e+02
 1.3000006e+02	 2.0247267e+02
 1.3100023e+02	 2.0246004e+02
 1.3200002e+02	 2.0261469e+02
 1.3300009e+02	 2.0282175e+02
 1.3400003e+02	 2.0278467e+02
 1.3500020e+02	 2.0260706e+02
 1.3600014e+02	 2.0246761e+02
 1.3700008e+02	 2.0247641e+02
 1.3800002e+02	 2.0258229e+02
 1.3900027e+02	 2.0277011e+02
 1.4000012e+02	 2.0280638e+02
 1.4100006e+02	 2.0262755e+02
 1.4200020e+02	 2.0248204e+02
 1.4300023e+02	 2.0244655e+02
 1.4400017e+02	 2.0261194e+02
 1.4500008e+02	 2.0280826e+02
 1.4600002e+02	 2.0279800e+02
 1.4700005e+02	 2.0259161e+02
 1.4800018e+02	 2.0246700e+02
 1.4900020e+02	 2.0250964e+02
 1.5000011e+02	 2.0261769e+02
 1.5100027e+02	 2.0280469e+02
 1.5200009e+02	 2.0278160e+02
 1.5300018e+02	 2.0260062e+02
 1.5400015e+02	 2.0246591e+02
 1.5500002e+02	 2.0245618e+02
 1.5600008e+02	 2.0262328e+02
 1.5700009e+02	 2.0283620e+02
 1.5800018e+02	 2.0279434e+02
 1.5900018e+02	 2.0257849e+02
 1.6000003e+02	 2.0245035e+02
 1.6100005e+02	 2.0248454e+02
 1.6200008e+02	 2.0261136e+02
 1.6300006e+02	 2.0278580e+02
 1.6400012e+02	 2.0280956e+02
 1.6410002e+02	 1.8330840e+02
 1.6420000e+02	 1.8078090e+02
 1.6430002e+02	 1.8119411e+02
 1.6440001e+02	 1.8112015e+02
 1.6450003e+02	 1.8179170e+02
 1.6460002e+02	 1.8310352e+02
 1.6470001e+02	 1.8364832e+02
 1.6480003e+02	 1.8402672e+02
 1.6490002e+02	 1.8487582e+02
 1.6500003e+02	 1.8603186e+02
 1.6510007e+02	 1.8686157e+02
 1.6520001e+02	 1.8735953e+02
 1.6530002e+02	 1.8785410e+02
 1.6540002e+02	 1.8811214e+02
 1.6550002e+02	 1.8810268e+02
 1.6560004e+02	 1.8890559e+02
 1.6570004e+02	 1.9040242e+02
 1.6580003e+02	 1.9159509e+02
 1.6590004e+02	 1.9186290e+02
 1.6600005e+02	 1.9243484e+02
 1.6610001e+02	 1.9292319e+02
 1.6620007e+02	 1.9328130e+02
 1.6630000e+02	 1.9425204e+02
 1.6640010e+02	 1.9494328e+02
 1.6650000e+02	 1.9573294e+02
 1.6660007e+02	 1.9635243e+02
 1.6670003e+02	 1.9689870e+02
 1.6680000e+02	 1.9729344e+02
 1.6690005e+02	 1.9774252e+02
 1.6700006e+02	 1.9822636e+02
 1.6710001e+02	 1.9851830e+02
 1.6720006e+02	 1.9867458e+02
 1.6730003e+02	 1.9884351e+02
 1.6740001e+02	 1.9899014e+02
 1.6750000e+02	 1.9913275e+02
 1.6760002e+02	 1.9927498e+02
 1.6770000e+02	 1.9939560e+02
 1.6780000e+02	 1.9954094e+02
 1.6790001e+02	 1.9971092e+02
 1.6800005e+02	 1.9987074e+02
 1.6810002e+02	 2.0000192e+02
 1.6820003e+02	 2.0012299e+02
 1.6830003e+02	 2.0025099e+02
 1.6840002e+02	 2.0037042e+02
 1.6850000e+02	 2.0047017e+02
 1.6860008e+02	 2.0059109e+02
 1.6870001e+02	 2.0069586e+02
 1.6880006e+02	 2.0080818e+02
 1.6890001e+02	 2.0089221e+02
 1.6900002e+02	 2.0097041e+02
 1.6910005e+02	 2.0104002e+02
 1.6920010e+02	 2.0110651e+02
 1.6930003e+02	 2.0117809e+02
 1.6940005e+02	 2.0125667e+02
 1.6950003e+02	 2.0133965e+02
 1.6960005e+02	 2.0142464e+02
 1.6970004e+02	 2.0149873e+02
 1.6980008e+02	 2.0154430e+02
 1.6990001e+02	 2.0158478e+02
