Time(s)	MASF(1,4)
 7.0000122e+01	 4.1376713e-01
 7.1000031e+01	 2.1107270e-01
 7.2000282e+01	 1.6122718e-01
 7.3000183e+01	 3.3419505e-01
 7.4000183e+01	 4.5121944e-01
 7.5000305e+01	 5.3350753e-01
 7.6000069e+01	 4.6242541e-01
 7.7000076e+01	 2.7431184e-01
 7.8000130e+01	 1.2499754e-01
 7.9000114e+01	 2.3809627e-01
 8.0000267e+01	 4.6539944e-01
 8.1000061e+01	 5.5783683e-01
 8.2000206e+01	 4.4398984e-01
 8.3000099e+01	 2.5988939e-01
 8.4000252e+01	 1.6566402e-01
 8.5000237e+01	 2.7886051e-01
 8.6000008e+01	 4.3677944e-01
 8.7000046e+01	 5.2140379e-01
 8.8000107e+01	 4.7317883e-01
 8.9000130e+01	 2.8793204e-01
 9.0000092e+01	 1.2911719e-01
 9.1000298e+01	 2.2742099e-01
 9.2000191e+01	 4.4896710e-01
 9.3000099e+01	 5.6171727e-01
 9.4000137e+01	 4.5887065e-01
 9.5000000e+01	 3.1234765e-01
 9.6000092e+01	 1.4540523e-01
 9.7000175e+01	 2.4239171e-01
 9.8000183e+01	 3.9165297e-01
 9.9000107e+01	 5.2838963e-01
 1.0000025e+02	 5.3221524e-01
 1.0100002e+02	 3.8330275e-01
 1.0200014e+02	 1.5915233e-01
 1.0300003e+02	 1.6238539e-01
 1.0400006e+02	 3.8751402e-01
 1.0500019e+02	 4.8500162e-01
 1.0600016e+02	 5.3029108e-01
 1.0700005e+02	 4.4718397e-01
 1.0800005e+02	 2.5691444e-01
 1.0900005e+02	 1.2725303e-01
 1.1000010e+02	 2.6162592e-01
 1.1100005e+02	 4.5332992e-01
 1.1200005e+02	 5.5290097e-01
 1.1300011e+02	 4.5724505e-01
 1.1400004e+02	 2.5714520e-01
 1.1500005e+02	 1.5013358e-01
 1.1600015e+02	 3.0964634e-01
 1.1700007e+02	 4.5685619e-01
 1.1800004e+02	 5.3229839e-01
 1.1900003e+02	 4.7150391e-01
 1.2000007e+02	 2.9802990e-01
 1.2100005e+02	 1.2122609e-01
 1.2200008e+02	 2.0079437e-01
 1.2300022e+02	 4.3044701e-01
 1.2400007e+02	 5.6306082e-01
 1.2500008e+02	 4.7424784e-01
 1.2600005e+02	 2.9162931e-01
 1.2700005e+02	 1.4477172e-01
 1.2800008e+02	 2.1825899e-01
 1.2900026e+02	 3.6957130e-01
 1.3000006e+02	 5.2007008e-01
 1.3100023e+02	 5.3669888e-01
 1.3200002e+02	 3.6620095e-01
 1.3300009e+02	 1.4975941e-01
 1.3400003e+02	 1.8744957e-01
 1.3500020e+02	 3.7949628e-01
 1.3600014e+02	 5.0828040e-01
 1.3700008e+02	 5.0998294e-01
 1.3800002e+02	 3.8797370e-01
 1.3900027e+02	 2.1045810e-01
 1.4000012e+02	 1.7283274e-01
 1.4100006e+02	 3.3418605e-01
 1.4200020e+02	 5.0405437e-01
 1.4300023e+02	 5.4751831e-01
 1.4400017e+02	 3.6772427e-01
 1.4500008e+02	 1.6150063e-01
 1.4600002e+02	 1.8072988e-01
 1.4700005e+02	 3.8313532e-01
 1.4800018e+02	 5.1311314e-01
 1.4900020e+02	 4.8483780e-01
 1.5000011e+02	 3.4983924e-01
 1.5100027e+02	 1.7537847e-01
 1.5200009e+02	 1.9768336e-01
 1.5300018e+02	 3.6217618e-01
 1.5400015e+02	 5.1826704e-01
 1.5500002e+02	 5.4121697e-01
 1.5600008e+02	 3.5762343e-01
 1.5700009e+02	 1.3763361e-01
 1.5800018e+02	 1.8260665e-01
 1.5900018e+02	 4.0732247e-01
 1.6000003e+02	 5.2895629e-01
 1.6100005e+02	 5.0115234e-01
 1.6200008e+02	 3.5878676e-01
 1.6300006e+02	 1.8930364e-01
 1.6400012e+02	 1.6966933e-01
 1.6410002e+02	 1.4405249e+01
 1.6420000e+02	 1.4326922e+01
 1.6430002e+02	 1.3930619e+01
 1.6440001e+02	 1.4175952e+01
 1.6450003e+02	 1.3595013e+01
 1.6460002e+02	 1.2359815e+01
 1.6470001e+02	 1.1768608e+01
 1.6480003e+02	 1.1634807e+01
 1.6490002e+02	 1.1126015e+01
 1.6500003e+02	 1.0295734e+01
 1.6510007e+02	 9.8834534e+00
 1.6520001e+02	 1.0106239e+01
 1.6530002e+02	 1.0545802e+01
 1.6540002e+02	 1.1308650e+01
 1.6550002e+02	 1.1683127e+01
 1.6560004e+02	 1.1187060e+01
 1.6570004e+02	 9.9390554e+00
 1.6580003e+02	 9.1648331e+00
 1.6590004e+02	 9.7119465e+00
 1.6600005e+02	 9.3002243e+00
 1.6610001e+02	 8.9302616e+00
 1.6620007e+02	 8.5536947e+00
 1.6630000e+02	 7.7309246e+00
 1.6640010e+02	 7.1163130e+00
 1.6650000e+02	 6.4192743e+00
 1.6660007e+02	 5.9149861e+00
 1.6670003e+02	 5.5284743e+00
 1.6680000e+02	 5.3303027e+00
 1.6690005e+02	 5.1218204e+00
 1.6700006e+02	 4.8633995e+00
 1.6710001e+02	 4.6431332e+00
 1.6720006e+02	 4.4839268e+00
 1.6730003e+02	 4.3151612e+00
 1.6740001e+02	 4.1564827e+00
 1.6750000e+02	 4.0267572e+00
 1.6760002e+02	 3.9068856e+00
 1.6770000e+02	 3.7671156e+00
 1.6780000e+02	 3.6174543e+00
 1.6790001e+02	 3.4504352e+00
 1.6800005e+02	 3.3106387e+00
 1.6810002e+02	 3.1709611e+00
 1.6820003e+02	 3.0474644e+00
 1.6830003e+02	 2.9132597e+00
 1.6840002e+02	 2.7802126e+00
 1.6850000e+02	 2.6733181e+00
 1.6860008e+02	 2.5527737e+00
 1.6870001e+02	 2.4694207e+00
 1.6880006e+02	 2.3447642e+00
 1.6890001e+02	 2.2526698e+00
 1.6900002e+02	 2.1791513e+00
 1.6910005e+02	 2.1046789e+00
 1.6920010e+02	 2.0161619e+00
 1.6930003e+02	 1.9376509e+00
 1.6940005e+02	 1.8494955e+00
 1.6950003e+02	 1.7499024e+00
 1.6960005e+02	 1.6494102e+00
 1.6970004e+02	 1.5587360e+00
 1.6980008e+02	 1.4754776e+00
 1.6990001e+02	 1.4201632e+00
