Time(s)	MASF(1,2)
 1.3900027e+02	 1.3486820e+01
 1.4000012e+02	 1.3488185e+01
 1.4100006e+02	 1.3505638e+01
 1.4200020e+02	 1.3481219e+01
 1.4300023e+02	 1.3473257e+01
 1.4400017e+02	 1.3487674e+01
 1.4500008e+02	 1.3497575e+01
 1.4600002e+02	 1.3488666e+01
 1.4700005e+02	 1.3492518e+01
 1.4800018e+02	 1.3487293e+01
 1.4900020e+02	 1.3472851e+01
 1.5000011e+02	 1.3499801e+01
 1.5100027e+02	 1.3487257e+01
 1.5200009e+02	 1.3488064e+01
 1.5300018e+02	 1.3504488e+01
 1.5400015e+02	 1.3483128e+01
 1.5500002e+02	 1.3469933e+01
 1.5600008e+02	 1.3486340e+01
 1.5700009e+02	 1.3493485e+01
 1.5800018e+02	 1.3490365e+01
 1.5900018e+02	 1.3481488e+01
 1.6000003e+02	 1.3488070e+01
 1.6100005e+02	 1.3481610e+01
 1.6200008e+02	 1.3497184e+01
 1.6300006e+02	 1.3492221e+01
 1.6400012e+02	 1.3488167e+01
 1.6410002e+02	 1.1950149e+01
 1.6420000e+02	 1.1270355e+01
 1.6430002e+02	 1.1775374e+01
 1.6440001e+02	 1.2322224e+01
 1.6450003e+02	 1.2266211e+01
 1.6460002e+02	 1.2327607e+01
 1.6470001e+02	 1.2549092e+01
 1.6480003e+02	 1.2573565e+01
 1.6490002e+02	 1.2467472e+01
 1.6500003e+02	 1.2468379e+01
 1.6510007e+02	 1.2617184e+01
 1.6520001e+02	 1.2671396e+01
 1.6530002e+02	 1.2685268e+01
 1.6540002e+02	 1.2707042e+01
 1.6550002e+02	 1.2785525e+01
 1.6560004e+02	 1.2825810e+01
 1.6570004e+02	 1.2868377e+01
 1.6580003e+02	 1.2890405e+01
 1.6590004e+02	 1.2807216e+01
 1.6600005e+02	 1.2856222e+01
 1.6610001e+02	 1.2855284e+01
 1.6620007e+02	 1.2975583e+01
 1.6630000e+02	 1.2929896e+01
 1.6640010e+02	 1.2957918e+01
 1.6650000e+02	 1.2979701e+01
 1.6660007e+02	 1.2994671e+01
 1.6670003e+02	 1.2988110e+01
 1.6680000e+02	 1.3003229e+01
 1.6690005e+02	 1.3018033e+01
 1.6700006e+02	 1.3024723e+01
 1.6710001e+02	 1.3029588e+01
 1.6720006e+02	 1.3041652e+01
 1.6730003e+02	 1.3042564e+01
 1.6740001e+02	 1.3054632e+01
 1.6750000e+02	 1.3041910e+01
 1.6760002e+02	 1.3019446e+01
 1.6770000e+02	 1.3038703e+01
 1.6780000e+02	 1.3043065e+01
 1.6790001e+02	 1.3039991e+01
 1.6800005e+02	 1.3020010e+01
 1.6810002e+02	 1.3027827e+01
 1.6820003e+02	 1.3030657e+01
 1.6830003e+02	 1.3035758e+01
 1.6840002e+02	 1.3049679e+01
 1.6850000e+02	 1.3056618e+01
 1.6860008e+02	 1.3055756e+01
 1.6870001e+02	 1.3033940e+01
 1.6880006e+02	 1.3046580e+01
 1.6890001e+02	 1.3054218e+01
 1.6900002e+02	 1.3048144e+01
 1.6910005e+02	 1.3052374e+01
 1.6920010e+02	 1.3070087e+01
 1.6930003e+02	 1.3069559e+01
 1.6940005e+02	 1.3066065e+01
 1.6950003e+02	 1.3065495e+01
 1.6960005e+02	 1.3058806e+01
 1.6970004e+02	 1.3050167e+01
 1.6980008e+02	 1.3058726e+01
 1.6990001e+02	 1.3040802e+01
