Time(s)	MASFPG(1,6)
 1.1600015e+02	 1.2355986e-02
 1.1700007e+02	 1.2355382e-02
 1.1800004e+02	 1.2354780e-02
 1.1900003e+02	 1.2354177e-02
 1.2000007e+02	 1.2353576e-02
 1.2100005e+02	 1.2352972e-02
 1.2200008e+02	 1.2352372e-02
 1.2300022e+02	 1.2351769e-02
 1.2400007e+02	 1.2351166e-02
 1.2500008e+02	 1.2350564e-02
 1.2600005e+02	 1.2349960e-02
 1.2700005e+02	 1.2349360e-02
 1.2800008e+02	 1.2348758e-02
 1.2900026e+02	 1.2348155e-02
 1.3000006e+02	 1.2347553e-02
 1.3100023e+02	 1.2346950e-02
 1.3200002e+02	 1.2346348e-02
 1.3300009e+02	 1.2345746e-02
 1.3400003e+02	 1.2345145e-02
 1.3500020e+02	 1.2344541e-02
 1.3600014e+02	 1.2343939e-02
 1.3700008e+02	 1.2343338e-02
 1.3800002e+02	 1.2342734e-02
 1.3900027e+02	 1.2342131e-02
 1.4000012e+02	 1.2341529e-02
 1.4100006e+02	 1.2340927e-02
 1.4200020e+02	 1.2340325e-02
 1.4300023e+02	 1.2339721e-02
 1.4400017e+02	 1.2339120e-02
 1.4500008e+02	 1.2338517e-02
 1.4600002e+02	 1.2337915e-02
 1.4700005e+02	 1.2337312e-02
 1.4800018e+02	 1.2336710e-02
 1.4900020e+02	 1.2336110e-02
 1.5000011e+02	 1.2335503e-02
 1.5100027e+02	 1.2334903e-02
 1.5200009e+02	 1.2334299e-02
 1.5300018e+02	 1.2333697e-02
 1.5400015e+02	 1.2333095e-02
 1.5500002e+02	 1.2332492e-02
 1.5600008e+02	 1.2331890e-02
 1.5700009e+02	 1.2331286e-02
 1.5800018e+02	 1.2330684e-02
 1.5900018e+02	 1.2330082e-02
 1.6000003e+02	 1.2329478e-02
 1.6100005e+02	 1.2328876e-02
 1.6200008e+02	 1.2328275e-02
 1.6300006e+02	 1.2327671e-02
 1.6400012e+02	 1.2327068e-02
 1.6410002e+02	 1.2326668e-02
 1.6420000e+02	 1.2326268e-02
 1.6430002e+02	 1.2325865e-02
 1.6440001e+02	 1.2325461e-02
 1.6450003e+02	 1.2325057e-02
 1.6460002e+02	 1.2324654e-02
 1.6470001e+02	 1.2324252e-02
 1.6480003e+02	 1.2323852e-02
 1.6490002e+02	 1.2323449e-02
 1.6500003e+02	 1.2323047e-02
 1.6510007e+02	 1.2322645e-02
 1.6520001e+02	 1.2322242e-02
 1.6530002e+02	 1.2321841e-02
 1.6540002e+02	 1.2321440e-02
 1.6550002e+02	 1.2321036e-02
 1.6560004e+02	 1.2320634e-02
 1.6570004e+02	 1.2320232e-02
 1.6580003e+02	 1.2319829e-02
 1.6590004e+02	 1.2319429e-02
 1.6600005e+02	 1.2319025e-02
 1.6610001e+02	 1.2318623e-02
 1.6620007e+02	 1.2318220e-02
 1.6630000e+02	 1.2317818e-02
 1.6640010e+02	 1.2317417e-02
 1.6650000e+02	 1.2317016e-02
 1.6660007e+02	 1.2316612e-02
 1.6670003e+02	 1.2316208e-02
 1.6680000e+02	 1.2315806e-02
 1.6690005e+02	 1.2315405e-02
 1.6700006e+02	 1.2315004e-02
 1.6710001e+02	 1.2314601e-02
 1.6720006e+02	 1.2314198e-02
 1.6730003e+02	 1.2313796e-02
 1.6740001e+02	 1.2313393e-02
 1.6750000e+02	 1.2312992e-02
 1.6760002e+02	 1.2312590e-02
 1.6770000e+02	 1.2312187e-02
 1.6780000e+02	 1.2311783e-02
 1.6790001e+02	 1.2311381e-02
 1.6800005e+02	 1.2310979e-02
 1.6810002e+02	 1.2310578e-02
 1.6820003e+02	 1.2310174e-02
 1.6830003e+02	 1.2309772e-02
 1.6840002e+02	 1.2309370e-02
 1.6850000e+02	 1.2308967e-02
 1.6860008e+02	 1.2308565e-02
 1.6870001e+02	 1.2308164e-02
 1.6880006e+02	 1.2307760e-02
 1.6890001e+02	 1.2307357e-02
 1.6900002e+02	 1.2306955e-02
 1.6910005e+02	 1.2306551e-02
 1.6920010e+02	 1.2306150e-02
 1.6930003e+02	 1.2305750e-02
 1.6940005e+02	 1.2305347e-02
 1.6950003e+02	 1.2304944e-02
 1.6960005e+02	 1.2304541e-02
 1.6970004e+02	 1.2304137e-02
 1.6980008e+02	 1.2303736e-02
 1.6990001e+02	 1.2303334e-02
