Time(s)	MASFPG(1,10)
 6.9000237e+01	 9.5947143e-03
 7.0000122e+01	 9.5941527e-03
 7.1000031e+01	 9.5935911e-03
 7.2000282e+01	 9.5930304e-03
 7.3000183e+01	 9.5924698e-03
 7.4000183e+01	 9.5919073e-03
 7.5000305e+01	 9.5913466e-03
 7.6000069e+01	 9.5907841e-03
 7.7000076e+01	 9.5902225e-03
 7.8000130e+01	 9.5896609e-03
 7.9000114e+01	 9.5890993e-03
 8.0000267e+01	 9.5885377e-03
 8.1000061e+01	 9.5879752e-03
 8.2000206e+01	 9.5874146e-03
 8.3000099e+01	 9.5868520e-03
 8.4000252e+01	 9.5862914e-03
 8.5000237e+01	 9.5857279e-03
 8.6000008e+01	 9.5851664e-03
 8.7000046e+01	 9.5846038e-03
 8.8000107e+01	 9.5840413e-03
 8.9000130e+01	 9.5834797e-03
 9.0000092e+01	 9.5829181e-03
 9.1000298e+01	 9.5823556e-03
 9.2000191e+01	 9.5817940e-03
 9.3000099e+01	 9.5812315e-03
 9.4000137e+01	 9.5806699e-03
 9.5000000e+01	 9.5801065e-03
 9.6000092e+01	 9.5795449e-03
 9.7000175e+01	 9.5789824e-03
 9.8000183e+01	 9.5784217e-03
 9.9000107e+01	 9.5778573e-03
 1.0000025e+02	 9.5772948e-03
 1.0100002e+02	 9.5768329e-03
 1.0200014e+02	 9.5763709e-03
 1.0300003e+02	 9.5759090e-03
 1.0400006e+02	 9.5754452e-03
 1.0500019e+02	 9.5749823e-03
 1.0600016e+02	 9.5745204e-03
 1.0700005e+02	 9.5740575e-03
 1.0800005e+02	 9.5735956e-03
 1.0900005e+02	 9.5731337e-03
 1.1000010e+02	 9.5726708e-03
 1.1100005e+02	 9.5722089e-03
 1.1200005e+02	 9.5717469e-03
 1.1300011e+02	 9.5712841e-03
 1.1400004e+02	 9.5708221e-03
 1.1500005e+02	 9.5703602e-03
 1.1600015e+02	 9.5698982e-03
 1.1700007e+02	 9.5694363e-03
 1.1800004e+02	 9.5689744e-03
 1.1900003e+02	 9.5685143e-03
 1.2000007e+02	 9.5680514e-03
 1.2100005e+02	 9.5675895e-03
 1.2200008e+02	 9.5671285e-03
 1.2300022e+02	 9.5666666e-03
 1.2400007e+02	 9.5662046e-03
 1.2500008e+02	 9.5657436e-03
 1.2600005e+02	 9.5652817e-03
 1.2700005e+02	 9.5648207e-03
 1.2800008e+02	 9.5643606e-03
 1.2900026e+02	 9.5638987e-03
 1.3000006e+02	 9.5634377e-03
 1.3100023e+02	 9.5629767e-03
 1.3200002e+02	 9.5625157e-03
 1.3300009e+02	 9.5620546e-03
 1.3400003e+02	 9.5615936e-03
 1.3500020e+02	 9.5611326e-03
 1.3600014e+02	 9.5606716e-03
 1.3700008e+02	 9.5602106e-03
 1.3800002e+02	 9.5597506e-03
 1.3900027e+02	 9.5592886e-03
 1.4000012e+02	 9.5588285e-03
 1.4100006e+02	 9.5583666e-03
 1.4200020e+02	 9.5579065e-03
 1.4300023e+02	 9.5574446e-03
 1.4400017e+02	 9.5569836e-03
 1.4500008e+02	 9.5565226e-03
 1.4600002e+02	 9.5560625e-03
 1.4700005e+02	 9.5556006e-03
 1.4800018e+02	 9.5551386e-03
 1.4900020e+02	 9.5546786e-03
 1.5000011e+02	 9.5542166e-03
 1.5100027e+02	 9.5537566e-03
 1.5200009e+02	 9.5532965e-03
 1.5300018e+02	 9.5528346e-03
 1.5400015e+02	 9.5523745e-03
 1.5500002e+02	 9.5519125e-03
 1.5600008e+02	 9.5514515e-03
 1.5700009e+02	 9.5509905e-03
 1.5800018e+02	 9.5505305e-03
 1.5900018e+02	 9.5500695e-03
 1.6000003e+02	 9.5496085e-03
 1.6100005e+02	 9.5491474e-03
 1.6200008e+02	 9.5486855e-03
 1.6300006e+02	 9.5482254e-03
 1.6400012e+02	 9.5477635e-03
 1.6410002e+02	 9.5474515e-03
 1.6420000e+02	 9.5471386e-03
 1.6430002e+02	 9.5468257e-03
 1.6440001e+02	 9.5465146e-03
 1.6450003e+02	 9.5462007e-03
 1.6460002e+02	 9.5458888e-03
 1.6470001e+02	 9.5455758e-03
 1.6480003e+02	 9.5452638e-03
 1.6490002e+02	 9.5449509e-03
 1.6500003e+02	 9.5446380e-03
 1.6510007e+02	 9.5443260e-03
 1.6520001e+02	 9.5440121e-03
 1.6530002e+02	 9.5437001e-03
 1.6540002e+02	 9.5433872e-03
 1.6550002e+02	 9.5430752e-03
 1.6560004e+02	 9.5427623e-03
 1.6570004e+02	 9.5424503e-03
 1.6580003e+02	 9.5421365e-03
 1.6590004e+02	 9.5418245e-03
 1.6600005e+02	 9.5415106e-03
 1.6610001e+02	 9.5411986e-03
 1.6620007e+02	 9.5408857e-03
 1.6630000e+02	 9.5405737e-03
 1.6640010e+02	 9.5402617e-03
 1.6650000e+02	 9.5399488e-03
 1.6660007e+02	 9.5396349e-03
 1.6670003e+02	 9.5393229e-03
 1.6680000e+02	 9.5390109e-03
 1.6690005e+02	 9.5386971e-03
 1.6700006e+02	 9.5383851e-03
 1.6710001e+02	 9.5380722e-03
 1.6720006e+02	 9.5377583e-03
 1.6730003e+02	 9.5374454e-03
 1.6740001e+02	 9.5371334e-03
 1.6750000e+02	 9.5368214e-03
 1.6760002e+02	 9.5365085e-03
 1.6770000e+02	 9.5361946e-03
 1.6780000e+02	 9.5358826e-03
 1.6790001e+02	 9.5355697e-03
 1.6800005e+02	 9.5352568e-03
 1.6810002e+02	 9.5349438e-03
 1.6820003e+02	 9.5346309e-03
 1.6830003e+02	 9.5343180e-03
 1.6840002e+02	 9.5340051e-03
 1.6850000e+02	 9.5336931e-03
 1.6860008e+02	 9.5333792e-03
 1.6870001e+02	 9.5330682e-03
 1.6880006e+02	 9.5327543e-03
 1.6890001e+02	 9.5324423e-03
 1.6900002e+02	 9.5321285e-03
 1.6910005e+02	 9.5318146e-03
 1.6920010e+02	 9.5315035e-03
 1.6930003e+02	 9.5311906e-03
 1.6940005e+02	 9.5308777e-03
 1.6950003e+02	 9.5305648e-03
 1.6960005e+02	 9.5302518e-03
 1.6970004e+02	 9.5299389e-03
 1.6980008e+02	 9.5296251e-03
 1.6990001e+02	 9.5293131e-03
