Time(s)	MASF(1,8)
 9.6000092e+01	 3.3071869e-14
 9.7000175e+01	 3.3360230e-14
 9.8000183e+01	 3.3627357e-14
 9.9000107e+01	 3.3966316e-14
 1.0000025e+02	 3.4312312e-14
 1.0100002e+02	 3.4611030e-14
 1.0200014e+02	 3.4909287e-14
 1.0300003e+02	 3.5310124e-14
 1.0400006e+02	 3.5637739e-14
 1.0500019e+02	 3.5990498e-14
 1.0600016e+02	 3.6275297e-14
 1.0700005e+02	 3.6559673e-14
 1.0800005e+02	 3.6959371e-14
 1.0900005e+02	 3.7276917e-14
 1.1000010e+02	 3.7621473e-14
 1.1100005e+02	 3.7923444e-14
 1.1200005e+02	 3.8279462e-14
 1.1300011e+02	 3.8595361e-14
 1.1400004e+02	 3.8890993e-14
 1.1500005e+02	 3.9298405e-14
 1.1600015e+02	 3.9621196e-14
 1.1700007e+02	 3.9968662e-14
 1.1800004e+02	 4.0309603e-14
 1.1900003e+02	 4.0654881e-14
 1.2000007e+02	 4.1022914e-14
 1.2100005e+02	 4.1403286e-14
 1.2200008e+02	 4.1748201e-14
 1.2300022e+02	 4.2116694e-14
 1.2400007e+02	 4.2468853e-14
 1.2500008e+02	 4.2840087e-14
 1.2600005e+02	 4.3237922e-14
 1.2700005e+02	 4.3612598e-14
 1.2800008e+02	 4.3961000e-14
 1.2900026e+02	 4.4330608e-14
 1.3000006e+02	 4.4693632e-14
 1.3100023e+02	 4.5068597e-14
 1.3200002e+02	 4.5480838e-14
 1.3300009e+02	 4.5861532e-14
 1.3400003e+02	 4.6200592e-14
 1.3500020e+02	 4.6547845e-14
 1.3600014e+02	 4.6891473e-14
 1.3700008e+02	 4.7206068e-14
 1.3800002e+02	 4.7540605e-14
 1.3900027e+02	 4.7845398e-14
 1.4000012e+02	 4.8131875e-14
 1.4100006e+02	 4.8436905e-14
 1.4200020e+02	 4.8756124e-14
 1.4300023e+02	 4.9041497e-14
 1.4400017e+02	 4.9328492e-14
 1.4500008e+02	 4.9561910e-14
 1.4600002e+02	 4.9745506e-14
 1.4700005e+02	 4.9937895e-14
 1.4800018e+02	 5.0166431e-14
 1.4900020e+02	 5.0448276e-14
 1.5000011e+02	 5.0707356e-14
 1.5100027e+02	 5.1000230e-14
 1.5200009e+02	 5.1242136e-14
 1.5300018e+02	 5.1459356e-14
 1.5400015e+02	 5.1693360e-14
 1.5500002e+02	 5.1939454e-14
 1.5600008e+02	 5.2200984e-14
 1.5700009e+02	 5.2408995e-14
 1.5800018e+02	 5.2594610e-14
 1.5900018e+02	 5.2737887e-14
 1.6000003e+02	 5.2877228e-14
 1.6100005e+02	 5.3013044e-14
 1.6200008e+02	 5.3138019e-14
 1.6300006e+02	 5.3249834e-14
 1.6400012e+02	 5.3350224e-14
 1.6410002e+02	 4.4493055e+00
 1.6420000e+02	 5.3765726e+00
 1.6430002e+02	 5.4579358e+00
 1.6440001e+02	 5.7129512e+00
 1.6450003e+02	 5.4728646e+00
 1.6460002e+02	 5.2606931e+00
 1.6470001e+02	 5.2802153e+00
 1.6480003e+02	 5.1226535e+00
 1.6490002e+02	 4.8773751e+00
 1.6500003e+02	 4.5872345e+00
 1.6510007e+02	 4.1379547e+00
 1.6520001e+02	 3.4151988e+00
 1.6530002e+02	 2.5654714e+00
 1.6540002e+02	 1.6735924e+00
 1.6550002e+02	 1.4135581e+00
 1.6560004e+02	 1.2519099e+00
 1.6570004e+02	 1.1329496e+00
 1.6580003e+02	 8.4146559e-01
 1.6590004e+02	 1.8942386e-01
 1.6600005e+02	 4.4015825e-02
 1.6610001e+02	 3.4646273e-03
 1.6620007e+02	 1.6742377e-04
 1.6630000e+02	 6.1023015e-06
 1.6640010e+02	 1.2737435e-07
 1.6650000e+02	 1.3877276e-09
 1.6660007e+02	 5.1227611e-10
 1.6670003e+02	 5.1227605e-10
 1.6680000e+02	 5.1227611e-10
 1.6690005e+02	 5.1227611e-10
 1.6700006e+02	 5.1227617e-10
 1.6710001e+02	 5.1227617e-10
 1.6720006e+02	 5.1227611e-10
 1.6730003e+02	 5.0714344e-10
 1.6740001e+02	 5.0714344e-10
 1.6750000e+02	 5.0345955e-10
 1.6760002e+02	 5.0345955e-10
 1.6770000e+02	 5.0345955e-10
 1.6780000e+02	 5.0345961e-10
 1.6790001e+02	 5.0345966e-10
 1.6800005e+02	 5.0345972e-10
 1.6810002e+02	 5.0345972e-10
 1.6820003e+02	 5.0345983e-10
 1.6830003e+02	 5.0345994e-10
 1.6840002e+02	 5.0345994e-10
 1.6850000e+02	 5.0346005e-10
 1.6860008e+02	 5.0346016e-10
 1.6870001e+02	 5.0346016e-10
 1.6880006e+02	 5.0346027e-10
 1.6890001e+02	 5.0346027e-10
 1.6900002e+02	 5.0346027e-10
 1.6910005e+02	 5.0346033e-10
 1.6920010e+02	 5.0346038e-10
 1.6930003e+02	 5.0346038e-10
 1.6940005e+02	 5.0346038e-10
 1.6950003e+02	 5.0346055e-10
 1.6960005e+02	 5.0346061e-10
 1.6970004e+02	 5.0346072e-10
 1.6980008e+02	 5.0346083e-10
 1.6990001e+02	 5.0346088e-10
