Time(s)	MASFPG(1,4)
 9.5000000e+01	 2.8765518e-03
 9.6000092e+01	 2.9042801e-03
 9.7000175e+01	 2.8881102e-03
 9.8000183e+01	 2.8635315e-03
 9.9000107e+01	 2.8411343e-03
 1.0000025e+02	 2.8405699e-03
 1.0100002e+02	 2.8652858e-03
 1.0200014e+02	 2.9024207e-03
 1.0300003e+02	 2.9021811e-03
 1.0400006e+02	 2.8651415e-03
 1.0500019e+02	 2.8492881e-03
 1.0600016e+02	 2.8418554e-03
 1.0700005e+02	 2.8556557e-03
 1.0800005e+02	 2.8873901e-03
 1.0900005e+02	 2.9089856e-03
 1.1000010e+02	 2.8870129e-03
 1.1100005e+02	 2.8553419e-03
 1.1200005e+02	 2.8391536e-03
 1.1300011e+02	 2.8551572e-03
 1.1400004e+02	 2.8883682e-03
 1.1500005e+02	 2.9063798e-03
 1.1600015e+02	 2.8801085e-03
 1.1700007e+02	 2.8559470e-03
 1.1800004e+02	 2.8436661e-03
 1.1900003e+02	 2.8540003e-03
 1.2000007e+02	 2.8829887e-03
 1.2100005e+02	 2.9124541e-03
 1.2200008e+02	 2.8994612e-03
 1.2300022e+02	 2.8616162e-03
 1.2400007e+02	 2.8398847e-03
 1.2500008e+02	 2.8548390e-03
 1.2600005e+02	 2.8852858e-03
 1.2700005e+02	 2.9098680e-03
 1.2800008e+02	 2.8978293e-03
 1.2900026e+02	 2.8730915e-03
 1.3000006e+02	 2.8483893e-03
 1.3100023e+02	 2.8458864e-03
 1.3200002e+02	 2.8743146e-03
 1.3300009e+02	 2.9104438e-03
 1.3400003e+02	 2.9043474e-03
 1.3500020e+02	 2.8727003e-03
 1.3600014e+02	 2.8515479e-03
 1.3700008e+02	 2.8513798e-03
 1.3800002e+02	 2.8716831e-03
 1.3900027e+02	 2.9030410e-03
 1.4000012e+02	 2.9108045e-03
 1.4100006e+02	 2.8849326e-03
 1.4200020e+02	 2.8576935e-03
 1.4300023e+02	 2.8510436e-03
 1.4400017e+02	 2.8815384e-03
 1.4500008e+02	 2.9161773e-03
 1.4600002e+02	 2.9132038e-03
 1.4700005e+02	 2.8798112e-03
 1.4800018e+02	 2.8584751e-03
 1.4900020e+02	 2.8634830e-03
 1.5000011e+02	 2.8862318e-03
 1.5100027e+02	 2.9155035e-03
 1.5200009e+02	 2.9119821e-03
 1.5300018e+02	 2.8847572e-03
 1.5400015e+02	 2.8589114e-03
 1.5500002e+02	 2.8579382e-03
 1.5600008e+02	 2.8919990e-03
 1.5700009e+02	 2.9310172e-03
 1.5800018e+02	 2.9250954e-03
 1.5900018e+02	 2.8889480e-03
 1.6000003e+02	 2.8694018e-03
 1.6100005e+02	 2.8747441e-03
 1.6200008e+02	 2.8990319e-03
 1.6300006e+02	 2.9276814e-03
 1.6400012e+02	 2.9321550e-03
 1.6410002e+02	 1.9505757e-03
 1.6420000e+02	 1.9207838e-03
 1.6430002e+02	 2.0788624e-03
 1.6440001e+02	 1.9629386e-03
 1.6450003e+02	 2.1568974e-03
 1.6460002e+02	 2.6922557e-03
 1.6470001e+02	 3.0231699e-03
 1.6480003e+02	 3.0737249e-03
 1.6490002e+02	 3.2699974e-03
 1.6500003e+02	 3.6667334e-03
 1.6510007e+02	 3.8704916e-03
 1.6520001e+02	 3.7108019e-03
 1.6530002e+02	 3.4757699e-03
 1.6540002e+02	 3.1209101e-03
 1.6550002e+02	 2.9193289e-03
 1.6560004e+02	 3.1477308e-03
 1.6570004e+02	 3.7614184e-03
 1.6580003e+02	 4.0919580e-03
 1.6590004e+02	 3.8307351e-03
 1.6600005e+02	 4.0095388e-03
 1.6610001e+02	 4.1909213e-03
 1.6620007e+02	 4.3599172e-03
 1.6630000e+02	 4.7457307e-03
 1.6640010e+02	 5.0351322e-03
 1.6650000e+02	 5.3670360e-03
 1.6660007e+02	 5.5937469e-03
 1.6670003e+02	 5.7718745e-03
 1.6680000e+02	 5.8676898e-03
 1.6690005e+02	 5.9759617e-03
 1.6700006e+02	 6.1037797e-03
 1.6710001e+02	 6.2051197e-03
 1.6720006e+02	 6.2781349e-03
 1.6730003e+02	 6.3570044e-03
 1.6740001e+02	 6.4236666e-03
 1.6750000e+02	 6.4808046e-03
 1.6760002e+02	 6.5332749e-03
 1.6770000e+02	 6.6029727e-03
 1.6780000e+02	 6.6713132e-03
 1.6790001e+02	 6.7393505e-03
 1.6800005e+02	 6.7875301e-03
 1.6810002e+02	 6.8429182e-03
 1.6820003e+02	 6.9024963e-03
 1.6830003e+02	 6.9474536e-03
 1.6840002e+02	 6.9924407e-03
 1.6850000e+02	 7.0332680e-03
 1.6860008e+02	 7.0751929e-03
 1.6870001e+02	 7.1086013e-03
 1.6880006e+02	 7.1605844e-03
 1.6890001e+02	 7.1994155e-03
 1.6900002e+02	 7.2282408e-03
 1.6910005e+02	 7.2570941e-03
 1.6920010e+02	 7.2932662e-03
 1.6930003e+02	 7.3249964e-03
 1.6940005e+02	 7.3590842e-03
 1.6950003e+02	 7.3924633e-03
 1.6960005e+02	 7.4177627e-03
 1.6970004e+02	 7.4429186e-03
 1.6980008e+02	 7.4648559e-03
 1.6990001e+02	 7.4801147e-03
