Time(s)	MASFPG(1,7)
 1.3000006e+02	 3.0706426e-05
 1.3100023e+02	 3.0705560e-05
 1.3200002e+02	 3.0705160e-05
 1.3300009e+02	 3.0704898e-05
 1.3400003e+02	 3.0703734e-05
 1.3500020e+02	 3.0703199e-05
 1.3600014e+02	 3.0701587e-05
 1.3700008e+02	 3.0700510e-05
 1.3800002e+02	 3.0700066e-05
 1.3900027e+02	 3.0677944e-05
 1.4000012e+02	 3.0661762e-05
 1.4100006e+02	 3.0651419e-05
 1.4200020e+02	 3.0643449e-05
 1.4300023e+02	 3.0637089e-05
 1.4400017e+02	 3.0631876e-05
 1.4500008e+02	 3.0627180e-05
 1.4600002e+02	 3.0622949e-05
 1.4700005e+02	 3.0619423e-05
 1.4800018e+02	 3.0615680e-05
 1.4900020e+02	 3.0612744e-05
 1.5000011e+02	 3.0609786e-05
 1.5100027e+02	 3.0607556e-05
 1.5200009e+02	 3.0605504e-05
 1.5300018e+02	 3.0603187e-05
 1.5400015e+02	 3.0601630e-05
 1.5500002e+02	 3.0562729e-05
 1.5600008e+02	 3.0531181e-05
 1.5700009e+02	 3.0506249e-05
 1.5800018e+02	 3.0488416e-05
 1.5900018e+02	 3.0474632e-05
 1.6000003e+02	 3.0464053e-05
 1.6100005e+02	 3.0456056e-05
 1.6200008e+02	 3.0449151e-05
 1.6300006e+02	 3.0444378e-05
 1.6400012e+02	 3.0429213e-05
 1.6410002e+02	 3.4550372e-05
 1.6420000e+02	 3.5052071e-05
 1.6430002e+02	 3.4996992e-05
 1.6440001e+02	 3.5453486e-05
 1.6450003e+02	 3.5382160e-05
 1.6460002e+02	 3.5786685e-05
 1.6470001e+02	 3.7675243e-05
 1.6480003e+02	 3.9798990e-05
 1.6490002e+02	 4.1844938e-05
 1.6500003e+02	 4.5080749e-05
 1.6510007e+02	 4.9054157e-05
 1.6520001e+02	 5.3841719e-05
 1.6530002e+02	 6.0803191e-05
 1.6540002e+02	 6.8095513e-05
 1.6550002e+02	 7.1300950e-05
 1.6560004e+02	 7.1928240e-05
 1.6570004e+02	 7.2395327e-05
 1.6580003e+02	 7.1741088e-05
 1.6590004e+02	 7.1785311e-05
 1.6600005e+02	 7.1432267e-05
 1.6610001e+02	 7.1512797e-05
 1.6620007e+02	 7.1355382e-05
 1.6630000e+02	 7.1237075e-05
 1.6640010e+02	 7.1137300e-05
 1.6650000e+02	 7.1126153e-05
 1.6660007e+02	 7.0954877e-05
 1.6670003e+02	 7.0881571e-05
 1.6680000e+02	 7.0890048e-05
 1.6690005e+02	 7.0988332e-05
 1.6700006e+02	 7.1028793e-05
 1.6710001e+02	 7.0983966e-05
 1.6720006e+02	 7.0985785e-05
 1.6730003e+02	 7.1021175e-05
 1.6740001e+02	 7.1066650e-05
 1.6750000e+02	 7.1161339e-05
 1.6760002e+02	 7.1239934e-05
 1.6770000e+02	 7.1348506e-05
 1.6780000e+02	 7.1356699e-05
 1.6790001e+02	 7.1401526e-05
 1.6800005e+02	 7.1539842e-05
 1.6810002e+02	 7.1641662e-05
 1.6820003e+02	 7.1660608e-05
 1.6830003e+02	 7.1771421e-05
 1.6840002e+02	 7.1907423e-05
 1.6850000e+02	 7.2060575e-05
 1.6860008e+02	 7.2141585e-05
 1.6870001e+02	 7.2200506e-05
 1.6880006e+02	 7.2256022e-05
 1.6890001e+02	 7.2286683e-05
 1.6900002e+02	 7.2325944e-05
 1.6910005e+02	 7.2367446e-05
 1.6920010e+02	 7.2387957e-05
 1.6930003e+02	 7.2396731e-05
 1.6940005e+02	 7.2401221e-05
 1.6950003e+02	 7.2436887e-05
 1.6960005e+02	 7.2516021e-05
 1.6970004e+02	 7.2572744e-05
 1.6980008e+02	 7.2575043e-05
 1.6990001e+02	 7.2534785e-05
