Time(s)	MASFPG(1,2)
 4.9000008e+01	 6.9356873e-05
 5.0000221e+01	 6.9069079e-05
 5.1000072e+01	 6.8061701e-05
 5.2000053e+01	 6.5140790e-05
 5.3000069e+01	 6.7624118e-05
 5.4000187e+01	 6.7840650e-05
 5.5000172e+01	 6.6438566e-05
 5.6000126e+01	 6.8959089e-05
 5.7000072e+01	 6.9819667e-05
 5.8000153e+01	 6.7827976e-05
 5.9000050e+01	 6.5647888e-05
 6.0000069e+01	 6.7120607e-05
 6.1000160e+01	 6.7514346e-05
 6.2000050e+01	 6.6505607e-05
 6.3000099e+01	 6.9144749e-05
 6.4000069e+01	 6.4853019e-05
 6.5000206e+01	 6.6791079e-05
 6.6000069e+01	 6.6727596e-05
 6.7000069e+01	 6.3918094e-05
 6.8000008e+01	 6.7922520e-05
 6.9000237e+01	 6.8673049e-05
 7.0000122e+01	 6.6672670e-05
 7.1000031e+01	 6.3804226e-05
 7.2000282e+01	 6.5889006e-05
 7.3000183e+01	 6.6562614e-05
 7.4000183e+01	 6.5891363e-05
 7.5000305e+01	 6.7773966e-05
 7.6000069e+01	 6.5876266e-05
 7.7000076e+01	 6.5966997e-05
 7.8000130e+01	 6.5880093e-05
 7.9000114e+01	 6.1896484e-05
 8.0000267e+01	 6.7111563e-05
 8.1000061e+01	 6.5837914e-05
 8.2000206e+01	 6.6527522e-05
 8.3000099e+01	 6.2955980e-05
 8.4000252e+01	 6.5109489e-05
 8.5000237e+01	 6.5160690e-05
 8.6000008e+01	 6.4844840e-05
 8.7000046e+01	 6.6808941e-05
 8.8000107e+01	 6.6386972e-05
 8.9000130e+01	 6.4051666e-05
 9.0000092e+01	 6.4943873e-05
 9.1000298e+01	 6.4363405e-05
 9.2000191e+01	 6.7389694e-05
 9.3000099e+01	 6.6320245e-05
 9.4000137e+01	 6.6512112e-05
 9.5000000e+01	 6.2712381e-05
 9.6000092e+01	 6.5367902e-05
 9.7000175e+01	 6.4272492e-05
 9.8000183e+01	 6.1149905e-05
 9.9000107e+01	 6.5994558e-05
 1.0000025e+02	 6.7414119e-05
 1.0100002e+02	 6.4816348e-05
 1.0200014e+02	 6.2737767e-05
 1.0300003e+02	 6.3690022e-05
 1.0400006e+02	 6.5855100e-05
 1.0500019e+02	 6.4634689e-05
 1.0600016e+02	 6.6026645e-05
 1.0700005e+02	 6.2615960e-05
 1.0800005e+02	 6.4436492e-05
 1.0900005e+02	 6.4318236e-05
 1.1000010e+02	 6.0200593e-05
 1.1100005e+02	 6.6294990e-05
 1.1200005e+02	 6.3687301e-05
 1.1300011e+02	 6.5153930e-05
 1.1400004e+02	 6.1644598e-05
 1.1500005e+02	 6.3990541e-05
 1.1600015e+02	 6.4050757e-05
 1.1700007e+02	 6.3023064e-05
 1.1800004e+02	 6.6248205e-05
 1.1900003e+02	 6.4942084e-05
 1.2000007e+02	 6.3168343e-05
 1.2100005e+02	 6.3685322e-05
 1.2200008e+02	 6.1591760e-05
 1.2300022e+02	 6.4074993e-05
 1.2400007e+02	 6.3263338e-05
 1.2500008e+02	 6.4827000e-05
 1.2600005e+02	 6.1183120e-05
 1.2700005e+02	 6.3232263e-05
 1.2800008e+02	 6.3458014e-05
 1.2900026e+02	 6.1548657e-05
 1.3000006e+02	 6.5327731e-05
 1.3100023e+02	 6.5938621e-05
 1.3200002e+02	 6.3299107e-05
 1.3300009e+02	 6.1629980e-05
 1.3400003e+02	 6.1733757e-05
 1.3500020e+02	 6.4065905e-05
 1.3600014e+02	 6.2252198e-05
 1.3700008e+02	 6.3942825e-05
 1.3800002e+02	 6.1193394e-05
 1.3900027e+02	 6.2931700e-05
 1.4000012e+02	 6.2678606e-05
 1.4100006e+02	 5.9727961e-05
 1.4200020e+02	 6.3736654e-05
 1.4300023e+02	 6.5038192e-05
 1.4400017e+02	 6.2571664e-05
 1.4500008e+02	 6.0885817e-05
 1.4600002e+02	 6.2311978e-05
 1.4700005e+02	 6.1622719e-05
 1.4800018e+02	 6.2443542e-05
 1.4900020e+02	 6.4797241e-05
 1.5000011e+02	 6.0267877e-05
 1.5100027e+02	 6.2324354e-05
 1.5200009e+02	 6.2128500e-05
 1.5300018e+02	 5.9363978e-05
 1.5400015e+02	 6.2866216e-05
 1.5500002e+02	 6.5168162e-05
 1.5600008e+02	 6.2479266e-05
 1.5700009e+02	 6.1283572e-05
 1.5800018e+02	 6.1697909e-05
 1.5900018e+02	 6.3136940e-05
 1.6000003e+02	 6.2033861e-05
 1.6100005e+02	 6.3087668e-05
 1.6200008e+02	 6.0428320e-05
 1.6300006e+02	 6.1222105e-05
 1.6400012e+02	 6.1929517e-05
 1.6410002e+02	 1.0320247e-03
 1.6420000e+02	 1.2258920e-03
 1.6430002e+02	 1.0465392e-03
 1.6440001e+02	 8.2718144e-04
 1.6450003e+02	 8.2003028e-04
 1.6460002e+02	 7.7132718e-04
 1.6470001e+02	 6.7293516e-04
 1.6480003e+02	 6.6675467e-04
 1.6490002e+02	 7.0763606e-04
 1.6500003e+02	 7.0189941e-04
 1.6510007e+02	 6.2651682e-04
 1.6520001e+02	 5.8923912e-04
 1.6530002e+02	 5.7787407e-04
 1.6540002e+02	 5.7094306e-04
 1.6550002e+02	 5.2846776e-04
 1.6560004e+02	 5.0831540e-04
 1.6570004e+02	 4.9283862e-04
 1.6580003e+02	 4.7335445e-04
 1.6590004e+02	 5.1314227e-04
 1.6600005e+02	 4.8575885e-04
 1.6610001e+02	 4.8685019e-04
 1.6620007e+02	 4.2928488e-04
 1.6630000e+02	 4.5118935e-04
 1.6640010e+02	 4.3756701e-04
 1.6650000e+02	 4.2703442e-04
 1.6660007e+02	 4.1952310e-04
 1.6670003e+02	 4.2240668e-04
 1.6680000e+02	 4.1538477e-04
 1.6690005e+02	 4.0859604e-04
 1.6700006e+02	 4.0336748e-04
 1.6710001e+02	 4.0147928e-04
 1.6720006e+02	 3.9675893e-04
 1.6730003e+02	 3.9537661e-04
 1.6740001e+02	 3.9021252e-04
 1.6750000e+02	 3.9351435e-04
 1.6760002e+02	 4.0465288e-04
 1.6770000e+02	 3.9681350e-04
 1.6780000e+02	 3.9526264e-04
 1.6790001e+02	 3.9701094e-04
 1.6800005e+02	 4.0327045e-04
 1.6810002e+02	 3.9556695e-04
 1.6820003e+02	 3.9082801e-04
 1.6830003e+02	 3.9200048e-04
 1.6840002e+02	 3.8632800e-04
 1.6850000e+02	 3.7920178e-04
 1.6860008e+02	 3.7992428e-04
 1.6870001e+02	 3.9164742e-04
 1.6880006e+02	 3.8681537e-04
 1.6890001e+02	 3.8341497e-04
 1.6900002e+02	 3.8597250e-04
 1.6910005e+02	 3.8430392e-04
 1.6920010e+02	 3.7601122e-04
 1.6930003e+02	 3.7625674e-04
 1.6940005e+02	 3.7772013e-04
 1.6950003e+02	 3.7779252e-04
 1.6960005e+02	 3.8138087e-04
 1.6970004e+02	 3.8272043e-04
 1.6980008e+02	 3.8111673e-04
 1.6990001e+02	 3.8938195e-04
