Time(s)	MASF(1,7)
 5.6000126e+01	 6.5259083e-18
 5.7000072e+01	 6.5696446e-18
 5.8000153e+01	 6.6204976e-18
 5.9000050e+01	 6.6847633e-18
 6.0000069e+01	 6.7270492e-18
 6.1000160e+01	 6.7781921e-18
 6.2000050e+01	 6.8215587e-18
 6.3000099e+01	 6.8633980e-18
 6.4000069e+01	 6.9247752e-18
 6.5000206e+01	 6.9699214e-18
 6.6000069e+01	 7.0270606e-18
 6.7000069e+01	 7.0739849e-18
 6.8000008e+01	 7.1242932e-18
 6.9000237e+01	 7.1706286e-18
 7.0000122e+01	 7.2096731e-18
 7.1000031e+01	 7.2670530e-18
 7.2000282e+01	 7.3114453e-18
 7.3000183e+01	 7.3591728e-18
 7.4000183e+01	 7.3969303e-18
 7.5000305e+01	 7.4270562e-18
 7.6000069e+01	 7.4663506e-18
 7.7000076e+01	 7.5022941e-18
 7.8000130e+01	 7.5535677e-18
 7.9000114e+01	 7.5993563e-18
 8.0000267e+01	 7.6425864e-18
 8.1000061e+01	 7.6770194e-18
 8.2000206e+01	 7.7102365e-18
 8.3000099e+01	 7.7626856e-18
 8.4000252e+01	 7.7996969e-18
 8.5000237e+01	 7.8465435e-18
 8.6000008e+01	 7.8785066e-18
 8.7000046e+01	 7.9123639e-18
 8.8000107e+01	 7.9488095e-18
 8.9000130e+01	 7.9888111e-18
 9.0000092e+01	 8.0364832e-18
 9.1000298e+01	 8.0682105e-18
 9.2000191e+01	 8.1148312e-18
 9.3000099e+01	 8.1539776e-18
 9.4000137e+01	 8.1784745e-18
 9.5000000e+01	 8.2296993e-18
 9.6000092e+01	 8.2638065e-18
 9.7000175e+01	 8.3148220e-18
 9.8000183e+01	 8.3450207e-18
 9.9000107e+01	 8.3721721e-18
 1.0000025e+02	 8.3995724e-18
 1.0100002e+02	 8.4242423e-18
 1.0200014e+02	 8.4607830e-18
 1.0300003e+02	 8.4872321e-18
 1.0400006e+02	 8.5186037e-18
 1.0500019e+02	 8.5400525e-18
 1.0600016e+02	 8.5641516e-18
 1.0700005e+02	 8.5911698e-18
 1.0800005e+02	 8.6211733e-18
 1.0900005e+02	 8.6497383e-18
 1.1000010e+02	 8.6745314e-18
 1.1100005e+02	 8.6991061e-18
 1.1200005e+02	 8.7233781e-18
 1.1300011e+02	 8.7456905e-18
 1.1400004e+02	 8.7792674e-18
 1.1500005e+02	 8.8068828e-18
 1.1600015e+02	 8.8377954e-18
 1.1700007e+02	 8.8617546e-18
 1.1800004e+02	 8.8874767e-18
 1.1900003e+02	 8.9111307e-18
 1.2000007e+02	 8.9374582e-18
 1.2100005e+02	 8.9689945e-18
 1.2200008e+02	 8.9915542e-18
 1.2300022e+02	 9.0183730e-18
 1.2400007e+02	 9.0378415e-18
 1.2500008e+02	 9.0614708e-18
 1.2600005e+02	 9.0917638e-18
 1.2700005e+02	 9.1112216e-18
 1.2800008e+02	 9.1430523e-18
 1.2900026e+02	 9.1630113e-18
 1.3000006e+02	 9.1891900e-18
 1.3100023e+02	 9.2108538e-18
 1.3200002e+02	 9.2377496e-18
 1.3300009e+02	 9.2650821e-18
 1.3400003e+02	 9.2892027e-18
 1.3500020e+02	 9.3126285e-18
 1.3600014e+02	 9.3317264e-18
 1.3700008e+02	 9.3512909e-18
 1.3800002e+02	 9.3762924e-18
 1.3900027e+02	 9.3619251e-18
 1.4000012e+02	 9.3547485e-18
 1.4100006e+02	 9.3484396e-18
 1.4200020e+02	 9.3476620e-18
 1.4300023e+02	 9.3452318e-18
 1.4400017e+02	 9.3449233e-18
 1.4500008e+02	 9.3493884e-18
 1.4600002e+02	 9.3550380e-18
 1.4700005e+02	 9.3623205e-18
 1.4800018e+02	 9.3713525e-18
 1.4900020e+02	 9.3783546e-18
 1.5000011e+02	 9.3831464e-18
 1.5100027e+02	 9.3930759e-18
 1.5200009e+02	 9.4013998e-18
 1.5300018e+02	 9.4084350e-18
 1.5400015e+02	 9.4187499e-18
 1.5500002e+02	 9.3838859e-18
 1.5600008e+02	 9.3587198e-18
 1.5700009e+02	 9.3376813e-18
 1.5800018e+02	 9.3250684e-18
 1.5900018e+02	 9.3152490e-18
 1.6000003e+02	 9.3094049e-18
 1.6100005e+02	 9.3057596e-18
 1.6200008e+02	 9.3020033e-18
 1.6300006e+02	 9.3005682e-18
 1.6400012e+02	 9.2879073e-18
 1.6410002e+02	 6.5676138e-02
 1.6420000e+02	 8.0767743e-02
 1.6430002e+02	 7.9640023e-02
 1.6440001e+02	 8.0817327e-02
 1.6450003e+02	 7.8935333e-02
 1.6460002e+02	 7.5919241e-02
 1.6470001e+02	 7.3283531e-02
 1.6480003e+02	 6.8912402e-02
 1.6490002e+02	 6.3141719e-02
 1.6500003e+02	 5.6576151e-02
 1.6510007e+02	 4.8844609e-02
 1.6520001e+02	 3.8601547e-02
 1.6530002e+02	 2.3623552e-02
 1.6540002e+02	 9.3729561e-03
 1.6550002e+02	 1.8566361e-03
 1.6560004e+02	 6.2794343e-04
 1.6570004e+02	 5.7448650e-04
 1.6580003e+02	 2.2629056e-04
 1.6590004e+02	 1.4343072e-04
 1.6600005e+02	 1.9021765e-05
 1.6610001e+02	 1.5408003e-06
 1.6620007e+02	 1.0804248e-07
 1.6630000e+02	 9.6267936e-09
 1.6640010e+02	 5.3289412e-10
 1.6650000e+02	 1.7599110e-11
 1.6660007e+02	 9.0963487e-12
 1.6670003e+02	 7.9714967e-12
 1.6680000e+02	 7.9714967e-12
 1.6690005e+02	 7.9714967e-12
 1.6700006e+02	 7.9029049e-12
 1.6710001e+02	 7.9029049e-12
 1.6720006e+02	 7.9029049e-12
 1.6730003e+02	 7.9029049e-12
 1.6740001e+02	 7.9029049e-12
 1.6750000e+02	 7.9029058e-12
 1.6760002e+02	 7.9029058e-12
 1.6770000e+02	 7.9029058e-12
 1.6780000e+02	 7.9029058e-12
 1.6790001e+02	 7.9029066e-12
 1.6800005e+02	 7.9029075e-12
 1.6810002e+02	 7.9029075e-12
 1.6820003e+02	 7.9029092e-12
 1.6830003e+02	 7.9029101e-12
 1.6840002e+02	 7.9029118e-12
 1.6850000e+02	 7.9029136e-12
 1.6860008e+02	 7.9029144e-12
 1.6870001e+02	 7.9029162e-12
 1.6880006e+02	 7.9029162e-12
 1.6890001e+02	 7.3734656e-12
 1.6900002e+02	 5.3174388e-12
 1.6910005e+02	 5.1445263e-12
 1.6920010e+02	 5.1326543e-12
 1.6930003e+02	 5.1326539e-12
 1.6940005e+02	 5.1326543e-12
 1.6950003e+02	 5.1326552e-12
 1.6960005e+02	 5.1326573e-12
 1.6970004e+02	 5.1326586e-12
 1.6980008e+02	 5.1326591e-12
 1.6990001e+02	 5.1326591e-12
